Time,Time,Press,Alt,Temp,Theta,RH,RH Raw,RH Temp,TFp V,Wind,Wind Dir,v,GPS alt,GPS lat,GPS lon,O3 P,O3 Mr,O3ICell,T Pump,I Pump,O3Bat,TFp Hyg,H2O Mr,Fl,RH FP,Co,Batt,TP2,TOptic
2728.0,2728.0,135.69,14.09,-61.65,374.2,3.8,2.02,-56.7,-79.42,22.8,346.4,-22.1,14.122,51.71937,14.35203,6.402,0.47200000000000003,1.757,23.7,109.0,16.3,-79.73,4.21,1,3.6,2,10.927999999999999,2.49988,33.6
2730.0,2730.0,135.5,14.097999999999999,-61.63,374.4,3.8,1.99,-56.3,-79.44,22.5,349.6,-22.1,14.130999999999998,51.71897,14.35215,6.412999999999999,0.473,1.76,23.7,103.3,16.4,-79.79,4.17,1,3.6,2,10.977,2.49989,33.7
2732.0,2732.0,135.32,14.107000000000001,-61.6,374.6,3.7,1.98,-56.0,-79.46,22.4,348.2,-21.9,14.139000000000001,51.718579999999996,14.352279999999999,6.412999999999999,0.474,1.76,23.7,107.3,16.3,-79.73,4.22,1,3.6,2,10.507,2.4999,33.7
2734.0,2734.0,135.14,14.115,-61.6,374.8,3.7,1.98,-56.1,-79.51,23.1,345.8,-22.4,14.147,51.71817,14.35244,6.34,0.469,1.74,23.7,109.4,16.3,-79.83,4.16,1,3.5,2,10.984000000000002,2.49992,33.6
2736.0,2736.0,134.96,14.123,-61.67,374.8,3.7,1.98,-56.5,-79.61,24.8,344.5,-23.9,14.155,51.71774,14.35264,6.2860000000000005,0.466,1.725,23.7,103.3,16.3,-79.81,4.18,1,3.6,2,10.952,2.49992,33.7
2738.0,2738.0,134.79,14.130999999999998,-61.73,374.8,3.7,1.98,-56.9,-79.69,26.3,343.2,-25.2,14.162,51.717290000000006,14.35286,6.278,0.466,1.723,23.7,104.5,16.3,-79.72,4.24,1,3.6,2,10.502,2.49991,33.6
2740.0,2740.0,134.62,14.138,-61.74,374.9,3.6,2.0,-57.0,-79.73,26.9,340.2,-25.3,14.169,51.71683,14.35312,6.278,0.466,1.723,23.7,108.8,16.3,-79.7,4.26,1,3.7,2,10.911,2.49991,33.7
2742.0,2742.0,134.45,14.145999999999999,-61.72,375.1,3.6,2.0,-56.9,-79.73,26.8,338.1,-24.9,14.175999999999998,51.716390000000004,14.35341,6.308,0.469,1.7309999999999999,23.7,101.8,16.3,-79.52,4.39,1,3.8,2,10.915999999999999,2.49986,33.6
2744.0,2744.0,134.29,14.154000000000002,-61.67,375.3,3.6,1.98,-56.3,-79.7,26.3,339.0,-24.5,14.184000000000001,51.71595,14.35369,6.322,0.47100000000000003,1.735,23.7,104.3,16.4,-79.68,4.29,1,3.6,2,10.936,2.49994,33.7
2746.0,2746.0,134.13,14.161,-61.57,375.6,3.6,1.98,-55.8,-79.62,26.1,342.2,-24.8,14.192,51.7155,14.35392,6.337000000000001,0.47200000000000003,1.739,23.7,106.6,16.3,-79.93,4.12,1,3.5,2,10.991,2.50002,34.7
2748.0,2748.0,133.96,14.169,-61.47,375.9,3.6,1.95,-55.5,-79.54,26.0,343.9,-25.0,14.199000000000002,51.71505,14.35413,6.337000000000001,0.473,1.739,23.7,103.0,16.3,-80.01,4.07,1,3.4,2,10.295,2.50006,35.6
2750.0,2750.0,133.79,14.177,-61.46,376.1,3.6,1.94,-55.6,-79.52,25.9,341.0,-24.5,14.207,51.71461,14.354370000000001,6.337000000000001,0.474,1.739,23.6,104.0,16.3,-79.92,4.13,1,3.4,2,10.935,2.50007,33.6
2752.0,2752.0,133.62,14.185,-61.5,376.2,3.6,1.93,-55.9,-79.56,26.2,335.9,-24.0,14.215,51.71418,14.35469,6.347,0.475,1.742,23.6,104.1,16.4,-79.92,4.14,1,3.4,2,10.927999999999999,2.50009,33.7
2754.0,2754.0,133.44,14.193,-61.56,376.2,3.6,1.91,-55.9,-79.6,26.8,334.2,-24.1,14.222000000000001,51.71374,14.355020000000001,6.354,0.47600000000000003,1.744,23.6,100.0,16.4,-80.05,4.06,1,3.4,2,10.979000000000001,2.50014,33.7
2756.0,2756.0,133.26,14.200999999999999,-61.61,376.3,3.6,1.92,-55.9,-79.65,26.9,337.3,-24.8,14.23,51.7133,14.35532,6.396,0.48,1.755,23.6,110.3,16.3,-80.01,4.09,1,3.4,2,10.290999999999999,2.50013,33.7
2758.0,2758.0,133.09,14.209000000000001,-61.64,376.3,3.6,1.91,-56.3,-79.68,27.1,342.3,-25.8,14.239,51.71283,14.35556,6.477,0.48700000000000004,1.778,23.6,104.4,16.3,-79.9,4.17,1,3.5,2,10.927999999999999,2.50009,33.6
2760.0,2760.0,132.9,14.218,-61.59,376.6,3.6,1.91,-56.5,-79.66,26.5,342.9,-25.3,14.248,51.712379999999996,14.355789999999999,6.545,0.49200000000000005,1.796,23.6,96.8,16.3,-79.84,4.22,1,3.5,2,10.94,2.50006,33.7
2762.0,2762.0,132.71,14.227,-61.45,377.0,3.6,1.95,-56.6,-79.58,25.2,338.3,-23.4,14.257,51.71196,14.356060000000001,6.597,0.49700000000000005,1.81,23.6,108.6,16.3,-79.88,4.2,1,3.4,2,10.505999999999998,2.5000400000000003,33.6
2764.0,2764.0,132.52,14.235999999999999,-61.3,377.4,3.6,1.94,-56.4,-79.48,24.6,332.9,-21.9,14.265999999999998,51.71156,14.35639,6.695,0.505,1.837,23.6,108.4,16.3,-79.95,4.15,1,3.3,2,10.964,2.50005,33.7
2766.0,2766.0,132.33,14.245,-61.21,377.7,3.6,1.93,-56.0,-79.44,25.5,331.9,-22.5,14.274000000000001,51.71116,14.356729999999999,6.8020000000000005,0.514,1.867,23.6,100.1,16.4,-79.95,4.16,1,3.3,2,10.911,2.5000400000000003,33.6
2768.0,2768.0,132.15,14.253,-61.25,377.8,3.6,1.9,-55.5,-79.5,26.3,335.7,-24.0,14.282,51.71073,14.35705,6.907,0.523,1.895,23.6,108.8,16.3,-79.9,4.2,1,3.3,2,10.984000000000002,2.50002,33.7
2770.0,2770.0,131.98,14.261,-61.37,377.7,3.5,1.92,-55.8,-79.63,26.2,340.4,-24.7,14.29,51.71028,14.3573,6.9479999999999995,0.526,1.9069999999999998,23.6,109.2,16.3,-79.85,4.24,1,3.4,2,10.517999999999999,2.5,33.6
2772.0,2772.0,131.81,14.269,-61.43,377.8,3.5,1.91,-56.2,-79.73,25.0,342.2,-23.8,14.299000000000001,51.70985,14.357529999999999,7.109,0.539,1.9509999999999998,23.6,101.5,16.3,-79.87,4.23,1,3.4,2,10.874,2.50001,33.7
2774.0,2774.0,131.63,14.277000000000001,-61.39,378.0,3.5,1.91,-56.3,-79.75,23.8,339.3,-22.3,14.307,51.70945,14.35777,7.171,0.545,1.9680000000000002,23.6,102.3,16.3,-79.9,4.22,1,3.4,2,10.964,2.50002,33.7
2776.0,2776.0,131.46,14.286,-61.3,378.3,3.4,1.91,-56.2,-79.74,24.6,334.5,-22.2,14.315999999999999,51.70905,14.35808,7.182,0.546,1.9709999999999999,23.6,108.4,16.3,-79.93,4.2,1,3.3,2,10.927999999999999,2.5000299999999998,33.6
2778.0,2778.0,131.29,14.294,-61.22,378.6,3.4,1.91,-56.1,-79.73,26.0,331.6,-22.9,14.324000000000002,51.70864,14.35844,7.181,0.547,1.9709999999999999,23.6,100.7,16.3,-79.96,4.19,1,3.3,2,10.295,2.5000400000000003,33.7
2780.0,2780.0,131.12,14.302,-61.15,378.8,3.4,1.9,-56.0,-79.74,25.9,331.3,-22.7,14.332,51.70823,14.3588,7.176,0.547,1.969,23.6,100.9,16.3,-80.0,4.17,1,3.2,2,10.915999999999999,2.50006,33.6
2782.0,2782.0,130.94,14.31,-61.1,379.1,3.3,1.89,-56.0,-79.75,24.1,333.2,-21.5,14.34,51.70785,14.359110000000001,7.149,0.546,1.962,23.6,102.9,16.3,-80.0,4.17,1,3.2,2,10.898,2.50006,33.7
2784.0,2784.0,130.77,14.318,-61.09,379.2,3.3,1.87,-55.8,-79.79,22.5,337.3,-20.7,14.347999999999999,51.70747,14.359370000000002,7.124,0.545,1.955,23.6,107.1,16.3,-80.11,4.1,1,3.2,2,11.033,2.50011,33.7
2786.0,2786.0,130.59,14.327,-61.13,379.3,3.3,1.85,-55.6,-79.87,22.9,341.5,-21.8,14.356,51.70708,14.35958,6.9510000000000005,0.532,1.9080000000000001,23.6,100.1,16.3,-80.33,3.96,1,3.1,2,10.32,2.5001700000000002,35.6
2788.0,2788.0,130.42,14.335,-61.15,379.4,3.3,1.85,-56.1,-79.92,25.2,343.1,-24.1,14.364,51.70665,14.35979,6.736000000000001,0.517,1.849,23.5,102.1,16.4,-80.37,3.94,1,3.0,2,10.898,2.50021,34.2
2790.0,2790.0,130.24,14.344000000000001,-61.1,379.6,3.3,1.86,-56.4,-79.9,26.7,341.7,-25.3,14.373,51.70619,14.360029999999998,6.324,0.486,1.736,23.5,110.1,16.3,-80.53,3.85,1,2.9,2,10.915999999999999,2.50029,33.7
2792.0,2792.0,130.07,14.352,-61.07,379.8,3.3,1.86,-56.1,-79.88,25.5,339.5,-23.8,14.382,51.70576,14.360289999999999,6.041,0.46399999999999997,1.6580000000000001,23.5,112.5,16.3,-80.6,3.8,1,2.9,2,10.911,2.50032,33.6
2794.0,2794.0,129.89,14.36,-61.11,379.9,3.3,1.84,-56.1,-79.91,23.0,337.5,-21.2,14.39,51.70538,14.36055,5.847,0.45,1.605,23.5,97.0,16.3,-80.52,3.86,1,3.0,2,10.285,2.50031,33.7
2796.0,2796.0,129.72,14.368,-61.11,380.1,3.3,1.84,-56.1,-79.89,22.0,338.2,-20.4,14.398,51.705009999999994,14.360779999999998,5.642,0.435,1.5490000000000002,23.5,110.2,16.3,-80.56,3.84,1,2.9,2,10.915999999999999,2.5003,33.6
2798.0,2798.0,129.54,14.377,-61.06,380.3,3.3,1.82,-55.7,-79.83,22.7,340.2,-21.4,14.407,51.70463,14.36101,5.5360000000000005,0.42700000000000005,1.52,23.5,112.2,16.3,-80.48,3.89,1,3.0,2,10.95,2.50026,33.6
2800.0,2800.0,129.35,14.386,-61.02,380.5,3.3,1.82,-55.5,-79.77,24.1,341.4,-22.8,14.415999999999999,51.70422,14.361229999999999,5.4639999999999995,0.42200000000000004,1.5,23.5,103.1,16.3,-80.51,3.88,1,2.9,2,10.915999999999999,2.5002400000000002,33.7
2802.0,2802.0,129.16,14.395,-60.99,380.7,3.3,1.82,-55.7,-79.72,24.6,341.6,-23.4,14.425999999999998,51.7038,14.361460000000001,5.439,0.42100000000000004,1.494,23.5,105.9,16.3,-80.49,3.9,1,2.9,2,10.690999999999999,2.5001599999999997,33.7
2804.0,2804.0,128.97,14.404000000000002,-60.99,380.9,3.3,1.81,-55.6,-79.69,23.8,341.1,-22.5,14.434000000000001,51.70339,14.361679999999998,5.405,0.419,1.484,23.5,105.3,16.3,-80.36,3.99,1,3.0,2,10.904000000000002,2.50007,33.7
2806.0,2806.0,128.79,14.413,-61.0,381.0,3.4,1.82,-56.0,-79.67,23.6,339.2,-22.1,14.443,51.70299,14.36193,5.3839999999999995,0.418,1.479,23.5,101.0,16.3,-80.31,4.03,1,3.0,2,10.91,2.50001,33.6
2808.0,2808.0,128.6,14.422,-61.01,381.2,3.4,1.79,-55.8,-79.65,24.4,337.9,-22.6,14.452,51.70259,14.36219,5.3839999999999995,0.419,1.479,23.5,99.3,16.3,-80.31,4.04,1,3.0,2,10.567,2.49993,33.7
2810.0,2810.0,128.42,14.431,-61.03,381.3,3.4,1.79,-55.6,-79.65,25.0,339.4,-23.4,14.460999999999999,51.70217,14.36245,5.395,0.42,1.482,23.5,95.4,16.3,-80.18,4.13,1,3.1,2,10.911,2.4998400000000003,33.7
2812.0,2812.0,128.24,14.439,-61.01,381.5,3.4,1.78,-55.6,-79.62,25.0,341.9,-23.8,14.47,51.70174,14.362670000000001,5.51,0.43,1.5130000000000001,23.5,104.0,16.3,-80.2,4.12,1,3.1,2,10.955,2.4998,33.7
2814.0,2814.0,128.07,14.448,-60.97,381.7,3.4,1.8,-55.7,-79.58,24.2,342.3,-23.0,14.478,51.70132,14.36289,5.569,0.435,1.5290000000000001,23.5,105.5,16.3,-80.21,4.12,1,3.1,2,10.969000000000001,2.49975,33.7
2816.0,2816.0,127.89,14.456,-60.96,381.9,3.4,1.82,-55.9,-79.56,22.8,339.3,-21.3,14.487,51.70094,14.36312,5.654,0.442,1.5530000000000002,23.5,99.4,16.3,-80.18,4.15,1,3.1,2,10.257,2.4997,33.6
2818.0,2818.0,127.72,14.465,-60.97,382.0,3.4,1.81,-55.8,-79.58,21.1,336.1,-19.3,14.495999999999999,51.700590000000005,14.363370000000002,5.9239999999999995,0.46399999999999997,1.626,23.5,113.6,16.3,-80.15,4.17,1,3.1,2,10.965,2.49965,33.7
2820.0,2820.0,127.54,14.474,-60.95,382.2,3.4,1.81,-55.7,-79.57,21.6,336.8,-19.9,14.505999999999998,51.70024,14.363620000000001,6.046,0.474,1.66,23.5,98.2,16.3,-80.15,4.18,1,3.1,2,10.927999999999999,2.4996400000000003,33.6
2822.0,2822.0,127.35,14.482999999999999,-60.89,382.4,3.4,1.8,-55.6,-79.54,23.7,341.2,-22.4,14.514000000000001,51.69983,14.36384,6.167000000000001,0.484,1.693,23.5,101.7,16.3,-80.16,4.18,1,3.0,2,10.967,2.49962,33.6
2824.0,2824.0,127.17,14.492,-60.87,382.7,3.4,1.8,-55.5,-79.54,24.4,345.6,-23.6,14.523,51.69941,14.36401,6.407,0.504,1.7590000000000001,23.5,110.0,16.3,-80.16,4.19,1,3.0,2,10.607000000000001,2.4996,34.8
2826.0,2826.0,126.98,14.501,-60.87,382.8,3.4,1.78,-55.4,-79.57,23.0,347.5,-22.5,14.532,51.699,14.36416,6.672999999999999,0.526,1.8319999999999999,23.5,100.9,16.3,-80.07,4.25,1,3.1,2,10.947000000000001,2.4995700000000003,34.5
2828.0,2828.0,126.79,14.51,-60.89,382.9,3.3,1.78,-55.5,-79.61,20.6,344.4,-19.8,14.540999999999999,51.69865,14.364320000000001,6.881,0.5429999999999999,1.889,23.5,107.5,16.3,-79.99,4.31,1,3.1,2,10.935,2.49956,33.6
2830.0,2830.0,126.6,14.519,-60.93,383.0,3.3,1.79,-55.8,-79.66,19.8,335.0,-18.0,14.550999999999998,51.69832,14.36456,6.983,0.552,1.9169999999999998,23.4,111.8,16.3,-80.05,4.28,1,3.1,2,10.927999999999999,2.49959,33.7
2832.0,2832.0,126.42,14.527999999999999,-60.92,383.2,3.3,1.82,-56.2,-79.68,22.0,328.3,-18.7,14.562000000000001,51.69798,14.3649,7.122999999999999,0.563,1.955,23.4,100.7,16.3,-80.04,4.3,1,3.1,2,10.537,2.4996099999999997,33.7
2834.0,2834.0,126.24,14.537,-60.84,383.5,3.3,1.79,-55.7,-79.63,25.1,330.7,-21.9,14.571,51.697590000000005,14.36525,7.197,0.57,1.975,23.4,104.6,16.3,-80.06,4.29,1,3.1,2,10.95,2.4996400000000003,33.8
2836.0,2836.0,126.07,14.546,-60.8,383.7,3.3,1.78,-55.3,-79.62,26.5,338.1,-24.6,14.58,51.69715,14.36554,7.212000000000001,0.5720000000000001,1.979,23.4,112.1,16.3,-79.94,4.38,1,3.1,2,10.984000000000002,2.49963,33.8
2838.0,2838.0,125.9,14.554,-60.8,383.9,3.3,1.8,-55.2,-79.63,25.5,345.2,-24.6,14.588,51.696709999999996,14.36573,7.212000000000001,0.573,1.98,23.4,103.8,16.3,-79.78,4.5,1,3.2,2,10.783,2.4996099999999997,33.7
2840.0,2840.0,125.73,14.562999999999999,-60.78,384.1,3.3,1.77,-55.4,-79.63,22.2,348.1,-21.7,14.595999999999998,51.69631,14.365860000000001,7.209,0.573,1.979,23.4,109.2,16.3,-79.83,4.47,1,3.2,2,10.927999999999999,2.49967,33.7
2842.0,2842.0,125.56,14.571,-60.74,384.3,3.3,1.75,-55.4,-79.62,19.2,341.1,-18.1,14.604000000000001,51.69599,14.36604,7.207000000000001,0.574,1.9780000000000002,23.4,108.3,16.3,-79.93,4.4,1,3.1,2,10.993,2.49974,33.7
2844.0,2844.0,125.39,14.579,-60.74,384.4,3.3,1.78,-55.2,-79.64,20.0,330.8,-17.5,14.613,51.69567,14.36633,7.057,0.563,1.9369999999999998,23.4,102.1,16.3,-80.03,4.33,1,3.1,2,10.886,2.4998,33.6
2846.0,2846.0,125.22,14.588,-60.75,384.6,3.3,1.75,-55.4,-79.65,22.6,328.7,-19.3,14.622,51.69533,14.366670000000001,6.881,0.55,1.889,23.4,102.3,16.3,-80.01,4.35,1,3.1,2,10.288,2.4998400000000003,33.7
2848.0,2848.0,125.04,14.595999999999998,-60.75,384.7,3.3,1.75,-55.7,-79.65,23.5,332.3,-20.8,14.630999999999998,51.69495,14.36699,6.722,0.5379999999999999,1.845,23.4,105.7,16.3,-80.13,4.27,1,3.0,2,10.915999999999999,2.49991,33.6
2850.0,2850.0,124.87,14.605,-60.76,384.8,3.3,1.77,-56.0,-79.66,23.9,335.2,-21.7,14.639000000000001,51.694559999999996,14.36728,6.561,0.525,1.801,23.4,103.6,16.3,-80.15,4.27,1,3.0,2,10.880999999999998,2.49995,33.6
2852.0,2852.0,124.7,14.614,-60.81,384.9,3.3,1.77,-55.8,-79.69,24.0,334.4,-21.6,14.647,51.69417,14.367579999999998,6.422000000000001,0.515,1.7630000000000001,23.4,105.4,16.3,-80.11,4.3,1,3.0,2,10.964,2.4999599999999997,33.7
2854.0,2854.0,124.53,14.622,-60.93,384.8,3.3,1.76,-55.6,-79.76,24.2,330.9,-21.1,14.655,51.69379,14.367920000000002,6.374,0.512,1.75,23.4,108.3,16.3,-80.08,4.33,1,3.1,2,10.513,2.49999,33.7
2856.0,2856.0,124.36,14.63,-61.02,384.8,3.3,1.74,-55.4,-79.81,24.3,329.5,-20.9,14.663,51.69342,14.368279999999999,6.312,0.508,1.733,23.4,104.9,16.3,-80.15,4.29,1,3.1,2,10.985999999999999,2.50005,33.7
2858.0,2858.0,124.19,14.639000000000001,-61.08,384.9,3.3,1.73,-55.4,-79.81,23.9,332.5,-21.2,14.671,51.69304,14.3686,6.239,0.502,1.713,23.4,108.3,16.3,-80.24,4.23,1,3.1,2,10.911,2.50009,33.6
2860.0,2860.0,124.01,14.648,-61.13,384.9,3.3,1.74,-55.6,-79.81,23.3,337.1,-21.4,14.68,51.69265,14.36886,6.236000000000001,0.503,1.712,23.4,102.1,16.3,-80.08,4.35,1,3.2,2,10.915999999999999,2.50006,33.7
2862.0,2862.0,123.83,14.657,-61.15,385.1,3.3,1.74,-55.6,-79.8,23.3,337.8,-21.5,14.689,51.69226,14.369110000000001,6.202000000000001,0.501,1.703,23.4,103.1,16.3,-79.99,4.42,1,3.2,2,10.69,2.5000400000000003,33.7
2864.0,2864.0,123.65,14.665999999999999,-61.15,385.2,3.4,1.72,-55.6,-79.76,24.3,332.8,-21.6,14.698,51.69187,14.369439999999999,6.169,0.499,1.694,23.4,109.8,16.3,-80.09,4.35,1,3.2,2,10.999,2.50006,35.6
2866.0,2866.0,123.47,14.675,-61.16,385.4,3.4,1.71,-55.5,-79.73,25.5,327.3,-21.5,14.707,51.69149,14.36984,6.146,0.498,1.6880000000000002,23.4,106.1,16.3,-80.08,4.36,1,3.2,2,10.979000000000001,2.5000400000000003,33.7
2868.0,2868.0,123.29,14.684000000000001,-61.21,385.4,3.4,1.72,-55.5,-79.73,25.4,326.0,-21.0,14.717,51.691109999999995,14.37025,6.032,0.489,1.656,23.4,110.2,16.3,-80.27,4.24,1,3.1,2,10.911,2.5001,33.7
2870.0,2870.0,123.1,14.694,-61.27,385.5,3.4,1.72,-55.7,-79.76,23.8,329.0,-20.5,14.725999999999999,51.690740000000005,14.370610000000001,5.975,0.485,1.641,23.3,102.0,16.3,-80.42,4.14,1,3.1,2,10.627,2.50013,33.7
2872.0,2872.0,122.91,14.703,-61.32,385.6,3.4,1.73,-55.9,-79.77,22.7,332.1,-20.1,14.732999999999999,51.69038,14.37091,5.8229999999999995,0.474,1.599,23.3,102.8,16.3,-80.35,4.2,1,3.1,2,10.975999999999999,2.50012,33.7
2874.0,2874.0,122.73,14.713,-61.33,385.7,3.4,1.73,-56.2,-79.75,23.7,333.2,-21.2,14.742,51.69,14.371220000000001,5.636,0.45899999999999996,1.548,23.3,108.2,16.3,-80.23,4.28,1,3.2,2,10.898,2.50008,33.7
2876.0,2876.0,122.54,14.722000000000001,-61.32,385.9,3.5,1.74,-56.3,-79.72,24.9,330.1,-21.5,14.752,51.689609999999995,14.371579999999998,5.547999999999999,0.45299999999999996,1.524,23.3,104.2,16.3,-80.27,4.26,1,3.2,2,10.582,2.50009,33.7
2878.0,2878.0,122.36,14.731,-61.36,386.0,3.5,1.77,-56.2,-79.72,24.8,327.8,-21.0,14.761,51.68923,14.371970000000001,5.466,0.447,1.501,23.3,108.7,16.3,-80.27,4.27,1,3.2,2,10.645,2.50009,33.7
2880.0,2880.0,122.17,14.74,-61.48,385.9,3.5,1.76,-56.0,-79.77,23.5,328.7,-20.1,14.77,51.68887,14.372320000000002,5.417000000000001,0.44299999999999995,1.4880000000000002,23.3,101.4,16.3,-80.3,4.26,1,3.2,2,10.997,2.50009,33.7
2882.0,2882.0,121.99,14.75,-61.58,385.9,3.5,1.74,-56.0,-79.82,22.3,331.3,-19.5,14.777999999999999,51.688520000000004,14.37263,5.375,0.441,1.476,23.3,104.0,16.4,-80.4,4.19,1,3.2,2,10.934000000000001,2.50012,33.7
2884.0,2884.0,121.81,14.759,-61.6,386.1,3.5,1.76,-56.1,-79.79,22.0,331.8,-19.4,14.787,51.68817,14.37294,5.353,0.439,1.47,23.3,99.9,16.3,-80.35,4.23,1,3.2,2,10.225,2.5001,33.7
2886.0,2886.0,121.61,14.769,-61.57,386.3,3.6,1.75,-56.0,-79.72,22.3,330.2,-19.4,14.797,51.68782,14.37326,5.352,0.44,1.47,23.3,105.9,16.3,-80.47,4.16,1,3.2,2,10.964,2.50013,33.7
2888.0,2888.0,121.42,14.779000000000002,-61.59,386.4,3.6,1.75,-55.7,-79.69,23.0,330.4,-20.0,14.807,51.687459999999994,14.37359,5.356,0.441,1.4709999999999999,23.3,109.5,16.3,-80.44,4.18,1,3.2,2,10.898,2.50011,33.7
2890.0,2890.0,121.23,14.788,-61.67,386.4,3.6,1.74,-55.5,-79.72,23.3,333.4,-20.9,14.815999999999999,51.687090000000005,14.37389,5.377000000000001,0.444,1.4769999999999999,23.3,100.5,16.3,-80.43,4.2,1,3.2,2,10.997,2.50007,33.7
2892.0,2892.0,121.05,14.798,-61.75,386.5,3.6,1.72,-55.5,-79.75,23.4,336.0,-21.4,14.825,51.6867,14.374170000000001,5.449,0.45,1.4969999999999999,23.3,103.7,16.3,-80.44,4.2,1,3.2,2,10.22,2.50007,33.7
2894.0,2894.0,120.87,14.807,-61.79,386.6,3.7,1.73,-55.7,-79.75,23.0,334.5,-20.8,14.834000000000001,51.68633,14.374460000000001,5.4879999999999995,0.45399999999999996,1.508,23.3,101.5,16.3,-80.46,4.19,1,3.3,2,10.915999999999999,2.5000400000000003,33.7
2896.0,2896.0,120.69,14.815999999999999,-61.82,386.7,3.7,1.75,-56.3,-79.76,22.2,330.3,-19.3,14.843,51.68598,14.37478,5.651,0.46799999999999997,1.5519999999999998,23.3,104.0,16.3,-80.49,4.17,1,3.3,2,11.002,2.5000299999999998,33.7
2898.0,2898.0,120.51,14.825,-61.87,386.7,3.7,1.77,-56.7,-79.77,21.7,328.8,-18.5,14.852,51.68565,14.3751,5.726,0.475,1.5730000000000002,23.3,102.5,16.3,-80.44,4.22,1,3.3,2,10.556,2.49999,33.7
2900.0,2900.0,120.34,14.834000000000001,-61.86,386.9,3.7,1.8,-57.0,-79.75,22.0,332.7,-19.5,14.860999999999999,51.68529,14.3754,5.763999999999999,0.479,1.5830000000000002,23.3,101.9,16.3,-80.48,4.19,1,3.3,2,10.681,2.4999700000000002,33.7
2902.0,2902.0,120.16,14.843,-61.84,387.1,3.7,1.79,-56.8,-79.71,22.9,337.9,-21.2,14.87,51.684909999999995,14.375639999999999,5.827000000000001,0.485,1.6,23.3,107.4,16.3,-80.48,4.2,1,3.3,2,11.004000000000001,2.49992,35.6
2904.0,2904.0,119.99,14.852,-61.89,387.2,3.7,1.77,-56.3,-79.73,22.8,340.2,-21.4,14.879000000000001,51.68453,14.37587,5.856,0.488,1.609,23.3,104.0,16.3,-80.42,4.24,1,3.3,2,10.964,2.49988,34.5
2906.0,2906.0,119.81,14.862,-62.03,387.1,3.7,1.78,-55.9,-79.82,21.5,339.1,-20.1,14.888,51.68417,14.37609,5.912000000000001,0.493,1.624,23.3,104.1,16.3,-80.42,4.25,1,3.4,2,10.587,2.4998400000000003,33.7
2908.0,2908.0,119.63,14.870999999999999,-62.18,387.0,3.7,1.79,-56.0,-79.93,20.0,334.6,-18.1,14.897,51.683840000000004,14.376339999999999,6.086,0.509,1.672,23.3,102.3,16.3,-80.45,4.24,1,3.4,2,10.606,2.4998099999999996,33.7
2910.0,2910.0,119.45,14.88,-62.29,386.9,3.7,1.77,-56.5,-80.0,20.3,330.3,-17.7,14.905999999999999,51.68352,14.376629999999999,6.103,0.511,1.676,23.2,103.8,16.3,-80.4,4.28,1,3.5,2,10.962,2.49979,33.7
2912.0,2912.0,119.27,14.889000000000001,-62.37,387.0,3.7,1.79,-57.1,-80.06,22.0,329.9,-19.0,14.915999999999999,51.68318,14.37695,6.15,0.516,1.689,23.2,101.5,16.3,-80.46,4.25,1,3.5,2,10.898,2.49978,33.7
2914.0,2914.0,119.08,14.899000000000001,-62.42,387.0,3.7,1.82,-57.3,-80.1,22.9,332.8,-20.4,14.925,51.682809999999996,14.37726,6.2379999999999995,0.524,1.713,23.2,109.1,16.3,-80.42,4.28,1,3.6,2,10.530999999999999,2.4997599999999998,33.7
2916.0,2916.0,118.89,14.909,-62.43,387.2,3.7,1.8,-57.1,-80.12,22.3,337.4,-20.6,14.935,51.68244,14.377510000000001,6.2860000000000005,0.529,1.7269999999999999,23.2,100.0,16.3,-80.37,4.32,1,3.6,2,10.922,2.49975,33.7
2918.0,2918.0,118.71,14.919,-62.41,387.4,3.7,1.81,-56.7,-80.12,21.1,339.9,-19.8,14.944,51.68208,14.377720000000002,6.313,0.532,1.734,23.2,109.9,16.3,-80.36,4.34,1,3.6,2,10.892999999999999,2.49975,33.6
2920.0,2920.0,118.52,14.927999999999999,-62.37,387.7,3.7,1.81,-56.5,-80.11,20.0,337.9,-18.5,14.954,51.68175,14.377939999999999,6.4079999999999995,0.541,1.76,23.2,115.8,16.3,-80.35,4.35,1,3.6,2,10.575,2.4997599999999998,33.6
2922.0,2922.0,118.34,14.937000000000001,-62.31,387.9,3.7,1.82,-56.7,-80.1,19.6,333.7,-17.6,14.964,51.68144,14.37819,6.445,0.545,1.77,23.2,99.0,16.3,-80.39,4.33,1,3.5,2,10.607000000000001,2.49979,33.7
2924.0,2924.0,118.17,14.946,-62.24,388.2,3.7,1.83,-57.0,-80.09,19.5,331.7,-17.2,14.974,51.681129999999996,14.37846,6.555,0.555,1.8,23.2,99.3,16.3,-80.43,4.31,1,3.5,2,10.91,2.4998099999999996,33.7
2926.0,2926.0,118.0,14.955,-62.16,388.6,3.6,1.83,-57.1,-80.08,19.5,333.2,-17.4,14.982999999999999,51.68081,14.37871,6.751,0.5720000000000001,1.854,23.2,103.7,16.3,-80.45,4.3,1,3.4,2,10.925,2.4998299999999998,33.7
2928.0,2928.0,117.83,14.964,-62.11,388.8,3.6,1.84,-57.0,-80.1,20.2,336.8,-18.6,14.992,51.680479999999996,14.37894,6.88,0.584,1.89,23.2,107.9,16.3,-80.42,4.33,1,3.4,2,10.487,2.49982,33.6
