Time,Time,Press,Alt,Temp,Theta,RH,RH Raw,RH Temp,TFp V,Wind,Wind Dir,v,GPS alt,GPS lat,GPS lon,O3 P,O3 Mr,O3ICell,T Pump,I Pump,O3Bat,TFp Hyg,H2O Mr,Fl,RH FP,Co,Batt,TP2,TOptic
0.0,0.0,1014.9,0.11199999999999999,0.06,272.1,99.6,74.4,3.8,0.0,8.8,283.8,-2.1,0.16,52.2094,14.12033,0.958,0.00949,0.282,26.5,104.0,16.3,-0.34,5910.0,1,97.2,1,10.295,2.63737,36.9
2.0,2.0,1012.01,0.146,-0.15,272.1,98.4,79.31,2.8,-0.31,8.8,283.8,-2.1,0.183,52.20936,14.120579999999999,1.07,0.0106,0.313,26.5,97.2,16.3,-0.92,5680.0,1,94.5,1,10.354000000000001,2.4321200000000003,36.8
4.0,4.0,1010.62,0.157,-0.24,272.1,98.0,79.06,2.8,-0.43,5.8,300.0,-2.9,0.19399999999999998,52.209309999999995,14.120729999999998,1.072,0.0107,0.314,26.5,105.4,16.3,-0.54,5850.0,1,97.9,1,10.263,2.3995599999999997,36.9
6.0,6.0,1009.26,0.168,-0.32,272.1,98.2,78.12,2.9,-0.49,5.1,308.6,-3.2,0.205,52.20925,14.12085,1.071,0.0107,0.313,26.5,103.6,16.3,-0.28,5970.0,1,100.3,1,10.284,2.43491,36.7
8.0,8.0,1007.98,0.17800000000000002,-0.43,272.1,98.5,76.99,3.1,-0.54,2.8,290.6,-1.0,0.215,52.20923,14.12093,1.067,0.0106,0.312,26.6,111.7,16.3,-0.17,6020.0,1,101.9,1,10.288,2.4866599999999996,36.9
10.0,10.0,1006.77,0.188,-0.5,272.1,98.5,75.43,3.3,-0.6,3.1,255.9,0.8,0.225,52.20924,14.12101,1.067,0.0107,0.312,26.6,96.4,16.3,-0.3,5980.0,1,101.5,1,10.32,2.53094,37.0
12.0,12.0,1005.58,0.19699999999999998,-0.56,272.2,99.1,74.37,3.5,-0.58,5.4,262.3,0.7,0.233,52.20926,14.121170000000001,1.054,0.0105,0.309,26.6,104.1,16.3,-0.55,5870.0,1,100.1,1,10.355,2.5463299999999998,36.7
14.0,14.0,1004.37,0.207,-0.67,272.1,99.9,73.81,3.6,-0.58,6.7,276.3,-0.7,0.242,52.20924,14.12137,1.044,0.0105,0.306,26.6,98.3,16.3,-0.87,5740.0,1,98.5,1,10.34,2.54886,36.6
16.0,16.0,1003.12,0.217,-0.74,272.2,99.9,73.28,3.6,-0.64,6.9,298.7,-3.3,0.253,52.209179999999996,14.12155,1.044,0.0105,0.306,26.6,105.5,16.3,-1.04,5680.0,1,97.8,1,9.959,2.50966,36.7
18.0,18.0,1001.83,0.22699999999999998,-0.77,272.2,99.6,72.27,3.8,-0.71,7.2,305.2,-4.2,0.263,52.209109999999995,14.121720000000002,1.048,0.0105,0.307,26.6,107.2,16.3,-0.95,5730.0,1,98.8,1,10.335999999999999,2.46916,36.6
20.0,20.0,1000.55,0.23800000000000002,-0.82,272.3,99.8,72.2,3.7,-0.73,8.0,296.2,-3.5,0.272,52.20905,14.121929999999999,1.05,0.0106,0.307,26.6,104.5,16.3,-0.76,5810.0,1,100.5,1,9.99,2.47056,36.6
22.0,22.0,999.29,0.248,-0.88,272.3,99.6,71.58,3.8,-0.81,7.4,302.6,-4.0,0.281,52.20897,14.122110000000001,1.053,0.0106,0.308,26.6,104.5,16.3,-0.77,5820.0,1,100.8,1,10.288,2.49724,36.6
24.0,24.0,998.01,0.258,-0.93,272.4,99.5,70.85,3.9,-0.86,5.7,327.1,-4.8,0.292,52.208890000000004,14.1222,1.058,0.0107,0.31,26.6,103.1,16.3,-0.89,5770.0,1,100.3,1,10.302,2.51673,36.6
26.0,26.0,996.66,0.26899999999999996,-0.98,272.4,99.9,69.94,4.0,-0.86,5.3,319.5,-4.0,0.302,52.20882,14.1223,1.053,0.0106,0.308,26.6,102.0,16.3,-0.97,5740.0,1,100.0,1,10.385,2.5138700000000003,36.7
28.0,28.0,995.24,0.28,-1.06,272.5,100.0,69.66,4.1,-0.91,6.9,300.5,-3.5,0.313,52.20875,14.12248,1.053,0.0106,0.308,26.6,102.5,16.3,-1.05,5720.0,1,100.0,1,10.367,2.51157,36.6
30.0,30.0,993.79,0.292,-1.11,272.5,100.0,69.06,4.2,-0.96,7.8,296.1,-3.4,0.325,52.208690000000004,14.122679999999999,1.052,0.0106,0.308,26.6,109.5,16.3,-1.11,5710.0,1,100.0,1,9.961,2.49856,36.6
32.0,32.0,992.39,0.303,-1.06,272.7,99.5,68.65,4.2,-0.97,7.9,297.9,-3.7,0.33799999999999997,52.20862,14.12289,1.037,0.0105,0.304,26.6,99.6,16.3,-1.08,5730.0,1,99.9,1,10.302999999999999,2.49179,36.6
34.0,34.0,991.1,0.313,-0.76,273.1,98.3,67.71,4.5,-0.86,9.7,307.8,-5.9,0.349,52.20852,14.12311,1.012,0.0103,0.297,26.7,111.1,16.3,-1.07,5740.0,1,97.7,1,10.29,2.49456,36.5
36.0,36.0,989.89,0.32299999999999995,-0.74,273.2,98.3,67.01,4.7,-0.84,10.7,321.0,-8.3,0.358,52.20837,14.12331,0.9940000000000001,0.0101,0.292,26.7,98.1,16.3,-1.05,5750.0,1,97.7,1,10.290999999999999,2.49377,36.7
38.0,38.0,988.74,0.332,-0.65,273.4,99.0,67.74,4.6,-0.68,8.5,333.4,-7.6,0.366,52.20823,14.123420000000001,0.9690000000000001,0.009859999999999999,0.285,26.7,104.4,16.3,-1.0,5780.0,1,97.5,1,10.38,2.49507,36.5
40.0,40.0,987.63,0.341,-0.57,273.6,98.5,67.28,4.8,-0.66,6.4,338.4,-5.9,0.376,52.20812,14.123489999999999,0.9540000000000001,0.00971,0.281,26.7,106.8,16.3,-0.96,5810.0,1,97.2,1,10.334000000000001,2.49403,36.5
42.0,42.0,986.56,0.35,-0.58,273.6,98.7,67.08,4.8,-0.64,6.5,335.7,-5.9,0.385,52.20802,14.12357,0.9540000000000001,0.009729999999999999,0.281,26.7,103.8,16.3,-0.84,5860.0,1,98.1,1,9.975,2.48829,36.5
44.0,44.0,985.52,0.358,-0.4,273.9,99.6,68.21,4.8,-0.39,8.0,339.2,-7.5,0.39299999999999996,52.207879999999996,14.123660000000001,0.96,0.0098,0.282,26.7,106.1,16.3,-0.77,5900.0,1,97.3,1,10.32,2.49328,36.5
46.0,46.0,984.5,0.36700000000000005,-0.24,274.1,99.6,69.2,4.8,-0.24,9.5,343.8,-9.2,0.402,52.20772,14.123729999999998,0.968,0.009890000000000001,0.285,26.7,102.7,16.3,-0.68,5940.0,1,96.8,1,10.344000000000001,2.48725,36.5
48.0,48.0,983.51,0.375,-0.17,274.3,99.8,69.53,4.8,-0.15,10.4,344.2,-10.0,0.41,52.20754,14.123820000000002,1.0090000000000001,0.0103,0.29600000000000004,26.7,105.1,16.3,-0.46,6050.0,1,97.9,1,10.365,2.47715,36.4
50.0,50.0,982.51,0.38299999999999995,0.12,274.7,100.0,71.1,4.9,0.12,11.0,338.6,-10.3,0.418,52.20735,14.12394,1.085,0.0111,0.317,26.7,104.5,16.3,-0.3,6130.0,1,97.0,1,10.350999999999999,2.48458,36.4
52.0,52.0,981.48,0.391,0.39,275.0,100.0,72.31,5.0,0.39,11.5,331.8,-10.1,0.426,52.20717,14.124089999999999,1.143,0.0117,0.332,26.7,109.9,16.3,-0.08,6230.0,1,96.7,1,9.974,2.47457,36.5
54.0,54.0,980.39,0.4,0.6,275.3,100.0,73.39,4.9,0.6,11.5,335.9,-10.5,0.435,52.20698,14.124229999999999,1.209,0.0124,0.35,26.7,98.2,16.3,0.27,6400.0,1,97.6,1,10.329,2.46503,36.4
56.0,56.0,979.26,0.41,0.98,275.8,100.0,77.2,4.6,0.98,11.4,352.1,-11.3,0.444,52.20678,14.124279999999999,1.33,0.0137,0.384,26.7,108.0,16.3,0.74,6630.0,1,98.3,1,9.977,2.47479,36.7
58.0,58.0,978.13,0.419,1.72,276.6,100.0,79.98,5.0,1.72,10.6,7.2,-10.5,0.45299999999999996,52.206590000000006,14.124239999999999,1.376,0.0142,0.396,26.7,110.0,16.3,1.1,6810.0,1,95.6,1,9.972999999999999,2.46351,36.4
60.0,60.0,977.03,0.428,2.06,277.0,97.9,76.55,5.9,1.76,9.1,12.0,-8.9,0.46299999999999997,52.20643,14.124179999999999,1.525,0.0157,0.43700000000000006,26.7,99.8,16.3,1.85,7200.0,1,98.5,1,10.314,2.4268099999999997,36.3
62.0,62.0,975.95,0.43700000000000006,2.16,277.2,96.6,73.35,6.4,1.68,8.0,11.1,-7.8,0.47200000000000003,52.20629,14.124139999999999,1.6540000000000001,0.0171,0.47200000000000003,26.7,115.2,16.3,2.3,7450.0,1,101.0,1,10.288,2.4710400000000003,36.2
64.0,64.0,974.88,0.446,2.2,277.4,95.8,71.66,6.4,1.59,6.6,5.2,-6.6,0.48,52.20617,14.124120000000001,1.8,0.0186,0.512,26.7,101.3,16.3,2.26,7430.0,1,100.4,1,10.338,2.53416,36.4
66.0,66.0,973.81,0.455,2.18,277.4,95.0,72.6,6.0,1.47,5.8,345.7,-5.6,0.49,52.206070000000004,14.12416,1.983,0.0205,0.562,26.7,110.3,16.3,1.88,7240.0,1,97.8,1,10.337,2.57619,36.2
68.0,68.0,972.73,0.46399999999999997,2.14,277.5,93.3,71.51,6.1,1.17,7.7,334.0,-6.9,0.499,52.20595,14.124260000000001,2.129,0.022,0.602,26.7,100.4,16.3,1.44,7020.0,1,95.2,1,9.99,2.5695200000000002,36.2
70.0,70.0,971.62,0.473,2.11,277.5,92.4,68.95,6.5,1.01,9.9,338.4,-9.2,0.508,52.20578,14.12437,2.248,0.0233,0.635,26.7,109.5,16.3,1.14,6880.0,1,93.3,1,10.3,2.53741,36.1
72.0,72.0,970.45,0.48200000000000004,2.06,277.6,93.2,67.8,6.6,1.07,10.6,349.1,-10.4,0.517,52.20559,14.124429999999998,2.331,0.0242,0.6579999999999999,26.7,102.1,16.3,0.99,6810.0,1,92.7,1,10.315,2.5024599999999997,36.1
74.0,74.0,969.2,0.493,1.97,277.6,93.8,68.52,6.4,1.09,10.1,1.5,-10.1,0.527,52.20541,14.12442,2.468,0.0256,0.695,26.7,96.7,16.3,1.0,6830.0,1,93.3,1,10.384,2.47978,36.1
76.0,76.0,967.92,0.504,1.89,277.6,93.4,69.13,6.2,0.93,8.4,4.9,-8.3,0.5379999999999999,52.205259999999996,14.1244,2.542,0.0264,0.715,26.7,103.5,16.3,0.97,6820.0,1,93.6,1,10.355,2.4851799999999997,36.1
78.0,78.0,966.7,0.514,1.82,277.6,92.4,68.23,6.3,0.72,6.6,346.3,-6.5,0.55,52.20514,14.12445,2.6310000000000002,0.0274,0.74,26.7,96.0,16.3,0.78,6730.0,1,92.8,1,9.99,2.52676,36.1
80.0,80.0,965.6,0.523,1.75,277.7,91.6,66.25,6.6,0.54,7.2,327.3,-6.1,0.56,52.20503,14.12456,2.7260000000000004,0.0284,0.7659999999999999,26.7,102.5,16.3,0.25,6490.0,1,89.7,1,10.309000000000001,2.54268,36.0
82.0,82.0,964.6,0.531,1.7,277.7,91.5,63.75,7.1,0.47,7.6,325.4,-6.3,0.568,52.20492,14.12469,2.8110000000000004,0.0293,0.789,26.7,95.5,16.3,0.47,6600.0,1,91.5,1,10.325,2.47385,36.0
84.0,84.0,963.63,0.539,1.65,277.7,92.4,62.65,7.3,0.56,8.1,333.8,-7.2,0.5760000000000001,52.20479,14.124789999999999,2.8789999999999996,0.0301,0.807,26.7,101.0,16.3,0.63,6690.0,1,92.9,1,10.388,2.46868,36.0
86.0,86.0,962.65,0.5479999999999999,1.55,277.7,93.7,64.49,6.7,0.64,9.8,346.0,-9.5,0.584,52.20462,14.12486,2.9160000000000004,0.0305,0.8170000000000001,26.7,101.4,16.3,0.69,6720.0,1,94.0,1,10.388,2.48877,36.0
88.0,88.0,961.68,0.556,1.48,277.7,93.4,66.35,6.2,0.53,11.3,355.5,-11.3,0.593,52.20442,14.124889999999999,2.9419999999999997,0.0308,0.825,26.7,98.2,16.3,0.53,6650.0,1,93.4,1,10.308,2.51252,36.0
90.0,90.0,960.72,0.564,1.45,277.8,92.0,66.08,6.3,0.29,11.4,1.4,-11.4,0.601,52.204209999999996,14.12488,3.014,0.0316,0.8440000000000001,26.7,105.4,16.3,0.5,6640.0,1,93.4,1,9.961,2.50998,35.9
92.0,92.0,959.74,0.5720000000000001,1.43,277.8,91.3,63.53,6.8,0.16,10.5,1.0,-10.5,0.608,52.20402,14.124870000000001,3.0780000000000003,0.0323,0.862,26.7,109.9,16.3,0.45,6620.0,1,93.2,1,10.315,2.50887,35.9
94.0,94.0,958.72,0.581,1.36,277.8,92.4,63.39,6.8,0.27,9.6,356.4,-9.6,0.617,52.20385,14.124889999999999,3.13,0.0329,0.8759999999999999,26.7,110.9,16.3,0.34,6580.0,1,92.9,1,10.331,2.51063,36.0
96.0,96.0,957.64,0.59,1.3,277.9,92.9,63.45,6.7,0.28,8.3,359.0,-8.3,0.626,52.2037,14.1249,3.1660000000000004,0.0333,0.8859999999999999,26.7,97.0,16.3,0.22,6530.0,1,92.5,1,10.329,2.50599,35.8
98.0,98.0,956.5,0.599,1.2,277.9,93.5,65.11,6.2,0.27,6.2,2.8,-6.2,0.636,52.203590000000005,14.124889999999999,3.187,0.0335,0.8909999999999999,26.7,101.8,16.3,0.05,6450.0,1,92.0,1,10.318,2.51847,35.7
100.0,100.0,955.34,0.609,1.12,277.9,93.2,65.41,6.2,0.15,5.0,350.3,-4.9,0.6459999999999999,52.2035,14.12491,3.2089999999999996,0.0338,0.897,26.7,109.2,16.3,0.05,6460.0,1,92.5,1,10.367,2.4908,35.7
102.0,102.0,954.21,0.619,1.04,277.9,93.0,64.07,6.5,0.03,5.8,333.7,-5.2,0.6559999999999999,52.20341,14.124989999999999,3.236,0.0341,0.905,26.7,99.3,16.3,0.15,6520.0,1,93.8,1,10.404000000000002,2.48475,35.6
104.0,104.0,953.13,0.628,0.98,277.9,92.6,62.45,6.8,-0.05,7.6,327.0,-6.4,0.665,52.20329,14.125110000000001,3.253,0.0344,0.91,26.7,105.1,16.3,0.17,6530.0,1,94.3,1,9.99,2.4919,35.6
106.0,106.0,952.08,0.636,0.93,278.0,93.0,61.85,6.7,-0.05,9.4,325.4,-7.7,0.6729999999999999,52.20315,14.12527,3.264,0.0345,0.912,26.7,99.6,16.3,0.12,6520.0,1,94.4,1,10.312000000000001,2.5062900000000004,35.6
108.0,108.0,951.06,0.645,0.86,278.0,93.9,62.62,6.5,0.0,10.1,328.7,-8.6,0.682,52.203,14.125420000000002,3.2939999999999996,0.0349,0.9209999999999999,26.7,104.6,16.3,-0.02,6460.0,1,93.8,1,10.342,2.51959,35.6
110.0,110.0,950.05,0.654,0.77,278.0,94.1,62.88,6.5,-0.04,9.3,331.7,-8.2,0.69,52.20285,14.12555,3.302,0.035,0.9229999999999999,26.7,96.4,16.3,-0.15,6400.0,1,93.6,1,10.297,2.51627,35.5
112.0,112.0,949.03,0.662,0.7,278.0,94.5,63.37,6.3,-0.05,8.8,331.2,-7.7,0.698,52.202709999999996,14.125670000000001,3.344,0.0355,0.934,26.7,102.3,16.3,-0.24,6370.0,1,93.4,1,10.368,2.507,35.5
114.0,114.0,947.95,0.6709999999999999,0.63,278.0,95.0,64.46,6.0,-0.05,8.9,337.0,-8.2,0.7070000000000001,52.20256,14.125779999999999,3.345,0.0355,0.934,26.7,102.9,16.3,-0.25,6370.0,1,93.8,1,10.372,2.4960400000000003,35.4
116.0,116.0,946.8,0.6809999999999999,0.53,278.0,95.1,66.32,5.5,-0.12,9.0,350.9,-8.9,0.718,52.2024,14.125820000000001,3.343,0.0355,0.934,26.7,100.7,16.3,-0.37,6320.0,1,93.7,1,9.99,2.5116400000000003,35.4
118.0,118.0,945.59,0.691,0.45,278.0,95.0,66.91,5.3,-0.21,8.3,4.4,-8.3,0.728,52.20225,14.1258,3.339,0.0355,0.9329999999999999,26.7,103.0,16.3,-0.39,6320.0,1,94.1,1,10.309000000000001,2.49443,35.4
120.0,120.0,944.36,0.7020000000000001,0.35,278.0,95.1,67.34,5.2,-0.27,7.2,8.5,-7.1,0.7390000000000001,52.20212,14.125770000000001,3.338,0.0356,0.932,26.7,102.0,16.3,-0.34,6350.0,1,95.1,1,10.322000000000001,2.49125,35.4
122.0,122.0,943.16,0.7120000000000001,0.31,278.1,94.1,66.28,5.4,-0.45,6.8,0.7,-6.8,0.7490000000000001,52.202,14.125770000000001,3.343,0.0357,0.934,26.7,99.2,16.3,-0.34,6360.0,1,95.4,1,10.387,2.4952099999999997,35.4
124.0,124.0,941.97,0.722,0.27,278.1,93.4,63.71,5.8,-0.58,7.3,355.8,-7.3,0.758,52.20187,14.125779999999999,3.353,0.0358,0.937,26.7,104.6,16.3,-0.4,6340.0,1,95.3,1,10.384,2.5069,35.3
126.0,126.0,940.74,0.733,0.17,278.1,95.0,64.58,5.5,-0.45,7.0,358.6,-7.0,0.767,52.20175,14.12579,3.383,0.0362,0.945,26.7,103.2,16.3,-0.74,6190.0,1,93.6,1,9.959,2.5447599999999997,34.3
128.0,128.0,939.42,0.7440000000000001,0.1,278.2,95.2,65.78,5.2,-0.49,6.5,357.3,-6.4,0.779,52.20163,14.1258,3.4339999999999997,0.0368,0.9590000000000001,26.7,102.0,16.3,-1.08,6050.0,1,91.8,1,9.889,2.50183,33.3
130.0,130.0,938.04,0.7559999999999999,0.0,278.2,94.8,65.49,5.2,-0.62,6.8,343.9,-6.5,0.792,52.20151,14.12585,3.447,0.037,0.9620000000000001,26.7,104.3,16.4,-0.96,6110.0,1,93.2,1,10.535,2.43914,33.3
132.0,132.0,936.69,0.767,-0.12,278.2,95.1,64.98,5.3,-0.69,8.3,337.5,-7.6,0.804,52.201370000000004,14.12594,3.448,0.037,0.9620000000000001,26.7,102.0,16.3,-0.75,6220.0,1,95.5,1,10.575999999999999,2.42915,33.4
134.0,134.0,935.45,0.778,-0.2,278.2,95.3,64.69,5.3,-0.74,9.4,336.9,-8.7,0.815,52.20122,14.12605,3.4160000000000004,0.0367,0.953,26.7,98.9,16.3,-0.53,6330.0,1,97.6,1,10.605,2.45497,33.6
136.0,136.0,934.32,0.7879999999999999,-0.24,278.3,95.1,63.39,5.6,-0.8,8.9,330.5,-7.7,0.8240000000000001,52.20108,14.126179999999998,3.4160000000000004,0.0368,0.953,26.7,107.0,16.3,-0.51,6340.0,1,98.1,1,9.942,2.51704,34.0
138.0,138.0,933.27,0.797,-0.33,278.3,96.6,63.23,5.6,-0.68,6.4,317.2,-4.7,0.833,52.200990000000004,14.12631,3.38,0.0364,0.9440000000000001,26.7,107.6,16.3,-0.62,6300.0,1,97.9,1,10.241,2.54419,34.1
140.0,140.0,932.25,0.805,-0.39,278.3,98.1,65.43,5.1,-0.57,3.6,316.6,-2.6,0.841,52.20095,14.12638,3.407,0.0368,0.951,26.7,106.8,16.3,-0.84,6210.0,1,96.8,1,10.376,2.55262,34.1
142.0,142.0,931.24,0.8140000000000001,-0.46,278.3,96.8,64.57,5.3,-0.77,3.5,357.8,-3.5,0.8490000000000001,52.20088,14.126389999999999,3.443,0.0372,0.961,26.7,98.9,16.3,-1.03,6120.0,1,95.9,1,10.347000000000001,2.53838,34.3
144.0,144.0,930.21,0.823,-0.55,278.3,96.9,63.84,5.3,-0.84,6.0,10.6,-5.9,0.857,52.20078,14.12635,3.426,0.0371,0.956,26.7,103.2,16.3,-1.09,6100.0,1,96.1,1,10.354000000000001,2.51422,34.4
146.0,146.0,929.15,0.8320000000000001,-0.63,278.3,97.7,64.69,5.1,-0.81,7.8,6.1,-7.7,0.866,52.20064,14.12633,3.409,0.0369,0.951,26.7,103.1,16.3,-1.08,6120.0,1,96.8,1,9.974,2.49451,34.4
148.0,148.0,928.03,0.8420000000000001,-0.69,278.3,97.8,65.38,4.9,-0.86,8.9,351.7,-8.8,0.877,52.20048,14.126370000000001,3.415,0.037,0.953,26.7,100.2,16.3,-1.02,6150.0,1,97.6,1,10.341,2.48553,34.4
150.0,150.0,926.85,0.852,-0.76,278.4,98.0,66.43,4.6,-0.9,9.5,333.3,-8.5,0.887,52.20033,14.126489999999999,3.423,0.0372,0.955,26.7,104.2,16.3,-1.01,6160.0,1,98.2,1,10.31,2.49392,34.4
152.0,152.0,925.68,0.862,-0.83,278.4,97.6,66.9,4.4,-1.01,8.8,318.7,-6.6,0.898,52.20021,14.126660000000001,3.406,0.037,0.951,26.7,104.0,16.3,-1.09,6140.0,1,98.1,1,10.338,2.5078099999999997,34.4
154.0,154.0,924.57,0.872,-0.9,278.4,97.0,66.91,4.3,-1.14,7.4,313.6,-5.1,0.9079999999999999,52.20012,14.12682,3.4010000000000002,0.037,0.9490000000000001,26.7,102.3,16.3,-1.21,6090.0,1,97.8,1,10.339,2.51525,34.3
156.0,156.0,923.51,0.8809999999999999,-0.95,278.5,96.3,65.1,4.7,-1.27,7.0,316.8,-5.1,0.9159999999999999,52.20002,14.12696,3.409,0.0371,0.951,26.7,100.1,16.3,-1.34,6040.0,1,97.1,1,10.33,2.5148599999999997,34.4
158.0,158.0,922.43,0.89,-1.01,278.5,97.3,64.72,4.7,-1.21,7.5,324.2,-6.1,0.924,52.199909999999996,14.127089999999999,3.404,0.0371,0.95,26.7,108.1,16.3,-1.42,6010.0,1,97.0,1,10.407,2.507,34.3
160.0,160.0,921.26,0.9,-1.09,278.5,98.5,66.74,4.1,-1.12,8.3,332.8,-7.3,0.934,52.19978,14.1272,3.403,0.0372,0.95,26.7,97.5,16.3,-1.5,5980.0,1,97.1,1,10.409,2.50188,36.2
162.0,162.0,919.99,0.9109999999999999,-1.14,278.6,97.6,68.32,3.7,-1.29,8.3,340.4,-7.8,0.946,52.19964,14.127279999999999,3.405,0.0372,0.95,26.7,108.2,16.3,-1.79,5860.0,1,95.4,1,10.004,2.52952,35.1
164.0,164.0,918.68,0.9229999999999999,-1.09,278.7,95.2,67.53,3.7,-1.54,7.1,343.3,-6.8,0.9570000000000001,52.19952,14.12734,3.4010000000000002,0.0372,0.9490000000000001,26.7,103.4,16.3,-2.35,5630.0,1,91.1,1,10.35,2.5575099999999997,34.3
166.0,166.0,917.41,0.934,-1.17,278.8,95.1,66.55,3.8,-1.62,5.8,332.7,-5.1,0.9690000000000001,52.19943,14.12742,3.373,0.037,0.9420000000000001,26.7,102.9,16.4,-2.56,5550.0,1,90.3,1,10.31,2.49905,34.2
168.0,168.0,916.24,0.9440000000000001,-1.31,278.7,95.6,66.58,3.9,-1.67,5.1,320.3,-3.9,0.98,52.19936,14.12752,3.32,0.0364,0.927,26.8,104.0,16.3,-2.11,5750.0,1,94.3,1,10.433,2.43454,34.3
170.0,170.0,915.18,0.953,-1.3,278.8,94.6,64.92,4.0,-1.79,4.2,325.8,-3.5,0.988,52.199290000000005,14.12759,3.32,0.0365,0.927,26.8,107.1,16.3,-1.64,5960.0,1,97.5,1,10.402999999999999,2.43053,34.3
172.0,172.0,914.15,0.9620000000000001,-1.35,278.9,94.9,63.16,4.5,-1.8,4.0,351.0,-3.9,0.996,52.199220000000004,14.1276,3.32,0.0365,0.927,26.8,102.0,16.3,-1.46,6040.0,1,99.2,1,9.977,2.4759700000000002,34.3
174.0,174.0,913.11,0.971,-1.43,278.9,96.2,63.74,4.3,-1.72,6.0,1.7,-6.0,1.006,52.19912,14.1276,3.4410000000000003,0.0379,0.96,26.8,105.2,16.3,-1.58,6000.0,1,98.9,1,10.341,2.52498,34.3
176.0,176.0,912.06,0.98,-1.46,278.9,95.7,64.08,4.1,-1.8,8.2,347.7,-8.1,1.016,52.19897,14.12765,3.457,0.0381,0.9640000000000001,26.8,108.0,16.3,-2.01,5820.0,1,96.0,1,10.044,2.5493099999999997,34.3
178.0,178.0,911.04,0.9890000000000001,-1.53,278.9,95.0,63.72,4.1,-1.95,9.9,328.9,-8.5,1.024,52.19882,14.1278,3.4560000000000004,0.0382,0.9640000000000001,26.8,100.7,16.3,-2.28,5710.0,1,94.6,1,10.338,2.53503,34.3
180.0,180.0,910.03,0.998,-1.57,279.0,94.7,63.32,4.0,-2.02,10.6,318.1,-7.9,1.032,52.198679999999996,14.12801,3.44,0.038,0.9590000000000001,26.8,113.3,16.3,-2.33,5690.0,1,94.5,1,10.353,2.50093,34.4
182.0,182.0,908.99,1.0070000000000001,-1.62,279.0,95.2,63.79,3.9,-1.99,10.0,315.8,-7.2,1.041,52.19855,14.128210000000001,3.43,0.0379,0.9570000000000001,26.8,106.1,16.3,-2.33,5700.0,1,94.9,1,10.33,2.48888,34.3
184.0,184.0,907.9,1.0170000000000001,-1.69,279.1,96.1,64.85,3.6,-1.95,8.5,318.7,-6.4,1.051,52.19843,14.128379999999998,3.4130000000000003,0.0378,0.9520000000000001,26.8,100.7,16.3,-2.31,5720.0,1,95.5,1,10.411,2.4864,34.3
186.0,186.0,906.75,1.0270000000000001,-1.8,279.0,96.7,66.04,3.4,-1.97,6.0,324.9,-4.9,1.061,52.19834,14.12848,3.4130000000000003,0.0379,0.9520000000000001,26.8,112.0,16.3,-2.32,5720.0,1,96.2,1,10.367,2.49134,34.3
188.0,188.0,905.59,1.037,-1.87,279.1,96.7,66.83,3.2,-2.04,4.1,341.6,-3.8,1.071,52.19827,14.128520000000002,3.415,0.0379,0.953,26.8,100.8,16.4,-2.34,5720.0,1,96.7,1,10.003,2.49498,34.2
190.0,190.0,904.47,1.047,-1.92,279.1,95.8,66.17,3.3,-2.19,4.8,358.1,-4.8,1.082,52.198190000000004,14.128520000000002,3.4130000000000003,0.038,0.9520000000000001,26.8,105.9,16.3,-2.35,5720.0,1,96.9,1,10.341,2.50148,34.3
192.0,192.0,903.39,1.056,-1.96,279.2,95.5,65.21,3.4,-2.27,6.7,352.4,-6.7,1.091,52.19807,14.12855,3.397,0.0378,0.948,26.8,95.7,16.3,-2.43,5690.0,1,96.6,1,10.34,2.51042,34.3
194.0,194.0,902.35,1.065,-2.03,279.2,96.0,64.75,3.4,-2.26,8.4,334.1,-7.6,1.0979999999999999,52.19793,14.12866,3.383,0.0377,0.9440000000000001,26.7,102.9,16.3,-2.56,5650.0,1,96.2,1,10.357999999999999,2.51598,34.3
196.0,196.0,901.32,1.074,-2.1,279.2,96.7,65.16,3.3,-2.24,9.1,315.3,-6.4,1.107,52.19782,14.12884,3.383,0.0377,0.9440000000000001,26.7,101.2,16.3,-2.67,5610.0,1,95.9,1,10.379000000000001,2.50825,34.3
198.0,198.0,900.29,1.084,-2.15,279.3,96.5,64.91,3.4,-2.31,7.7,303.5,-4.2,1.117,52.19774,14.129029999999998,3.405,0.038,0.95,26.7,114.4,16.3,-2.69,5600.0,1,96.1,1,10.368,2.49601,34.3
200.0,200.0,899.2,1.093,-2.21,279.3,96.8,64.89,3.3,-2.33,5.1,304.2,-2.8,1.127,52.19769,14.12915,3.418,0.0382,0.953,26.7,101.9,16.3,-2.66,5620.0,1,96.7,1,10.033,2.49227,36.2
202.0,202.0,898.04,1.103,-2.29,279.3,97.1,65.22,3.2,-2.35,3.3,345.8,-3.2,1.137,52.19763,14.129179999999998,3.429,0.0384,0.956,26.7,97.0,16.3,-2.64,5640.0,1,97.4,1,10.342,2.4921,35.1
204.0,204.0,896.8,1.114,-2.33,279.4,97.4,65.94,2.9,-2.35,5.4,13.0,-5.3,1.148,52.197540000000004,14.12914,3.4210000000000003,0.0384,0.9540000000000001,26.7,98.3,16.4,-2.65,5640.0,1,97.6,1,10.335999999999999,2.50021,34.3
206.0,206.0,895.5,1.126,-2.45,279.4,98.6,67.26,2.7,-2.31,7.3,0.6,-7.3,1.159,52.1974,14.12914,3.417,0.0384,0.953,26.7,102.8,16.3,-2.78,5600.0,1,97.6,1,10.392999999999999,2.51343,34.3
