RAOB/Space
    Balloon release date and time                	2017-02-03T18:44:12
    Station name                                 	SFSC RB31-101
    Sonde type                                   	RS41-SGP
    System trademark and model                   	MW41
    Software version                             	MW41 2.5.0
    Sonde software version                       	2.2.13
    Sounding status                              	Ok

     P  Temp  Dewp  RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C   %   °   m/s         m      °       °          min
 494.7 -19.9 -27.1  53 261  41.2      5625 37.886 -75.208        17.66
 494.4 -19.9 -27.1  53 261  41.4      5629 37.886 -75.208        17.68
 494.1 -20.0 -27.1  53 261  41.5      5634 37.886 -75.207        17.70
 493.7 -20.0 -27.2  53 261  41.7      5639 37.886 -75.207        17.71
 493.4 -20.1 -27.2  53 261  41.8      5644 37.886 -75.206        17.73
 493.0 -20.2 -27.2  54 261  42.0      5650 37.886 -75.206        17.75
 492.7 -20.2 -27.1  54 261  42.1      5655 37.886 -75.205        17.76
 492.3 -20.2 -27.0  55 261  42.2      5660 37.886 -75.205        17.78
 491.9 -20.3 -27.1  55 261  42.3      5667 37.886 -75.204        17.80
 491.5 -20.3 -27.1  55 261  42.4      5671 37.886 -75.204        17.81
 491.2 -20.4 -27.1  55 261  42.5      5678 37.886 -75.203        17.83
 490.8 -20.4 -27.1  55 261  42.6      5684 37.886 -75.203        17.85
 490.4 -20.5 -27.1  56 261  42.7      5690 37.886 -75.202        17.86
 490.0 -20.6 -27.1  56 261  42.7      5696 37.887 -75.202        17.88
 489.6 -20.7 -27.2  56 261  42.8      5702 37.887 -75.201        17.90
 489.3 -20.8 -27.3  56 261  42.8      5707 37.887 -75.201        17.91
 488.9 -20.8 -27.2  56 261  42.8      5712 37.887 -75.200        17.93
 488.6 -20.9 -27.2  57 261  42.9      5717 37.887 -75.200        17.95
 488.2 -20.9 -27.1  58 261  42.9      5722 37.887 -75.199        17.96
 487.9 -21.0 -27.0  58 261  42.9      5727 37.887 -75.199        17.98
 487.5 -21.0 -27.0  59 261  42.9      5732 37.887 -75.198        18.00
 487.1 -21.1 -27.1  58 261  43.0      5738 37.887 -75.198        18.01
 486.7 -21.1 -27.3  58 261  43.0      5745 37.887 -75.197        18.03
 486.4 -21.1 -27.5  56 261  43.0      5750 37.887 -75.197        18.05
 486.0 -21.1 -27.8  55 261  43.1      5757 37.887 -75.196        18.06
 485.6 -21.1 -27.9  55 261  43.1      5763 37.887 -75.196        18.08
 485.3 -21.1 -27.9  55 261  43.2      5768 37.887 -75.196        18.10
 484.9 -21.2 -27.8  55 261  43.2      5772 37.887 -75.195        18.11
 484.6 -21.2 -27.9  55 261  43.3      5777 37.887 -75.195        18.13
 484.2 -21.3 -27.9  55 261  43.4      5782 37.888 -75.194        18.15
 483.8 -21.3 -27.9  55 261  43.5      5788 37.888 -75.194        18.16
 483.5 -21.3 -28.0  55 261  43.6      5794 37.888 -75.193        18.18
 483.1 -21.4 -28.1  55 261  43.7      5799 37.888 -75.193        18.20
 482.7 -21.4 -28.2  54 261  43.8      5807 37.888 -75.192        18.21
 482.4 -21.4 -28.3  54 261  43.9      5812 37.888 -75.192        18.23
 482.0 -21.4 -28.4  53 261  44.1      5817 37.888 -75.191        18.25
 481.7 -21.5 -28.4  53 261  44.2      5823 37.888 -75.191        18.26
 481.3 -21.5 -28.5  53 261  44.3      5828 37.888 -75.190        18.28
 481.0 -21.5 -28.5  54 261  44.5      5832 37.888 -75.190        18.30
 480.7 -21.6 -28.5  54 261  44.6      5837 37.888 -75.189        18.31
 480.4 -21.6 -28.5  54 261  44.7      5842 37.888 -75.189        18.33
 480.0 -21.6 -28.5  54 261  44.8      5848 37.888 -75.188        18.35
 479.7 -21.7 -28.5  54 261  44.9      5852 37.888 -75.188        18.36
 479.4 -21.7 -28.5  54 261  45.0      5856 37.888 -75.187        18.38
 479.0 -21.7 -28.5  54 261  45.1      5862 37.888 -75.187        18.40
 478.7 -21.8 -28.5  55 261  45.2      5866 37.888 -75.186        18.41
 478.4 -21.8 -28.5  55 261  45.3      5873 37.888 -75.186        18.43
 478.0 -21.9 -28.4  55 261  45.3      5878 37.889 -75.185        18.45
 477.7 -21.9 -28.5  56 261  45.4      5884 37.889 -75.185        18.46
 477.3 -22.0 -28.5  56 261  45.4      5888 37.889 -75.184        18.48
 477.0 -22.1 -28.5  56 261  45.5      5894 37.889 -75.184        18.50
 476.6 -22.1 -28.5  56 261  45.5      5900 37.889 -75.183        18.51
 476.2 -22.1 -28.5  56 261  45.5      5905 37.889 -75.183        18.53
 475.9 -22.2 -28.5  57 261  45.5      5911 37.889 -75.182        18.55
 475.5 -22.3 -28.6  56 261  45.6      5916 37.889 -75.182        18.56
 475.1 -22.3 -28.7  56 261  45.6      5921 37.889 -75.181        18.58
 474.7 -22.3 -28.7  56 261  45.6      5928 37.889 -75.181        18.60
 474.3 -22.4 -28.7  57 261  45.7      5935 37.889 -75.180        18.61
 473.9 -22.4 -28.7  57 261  45.7      5942 37.889 -75.180        18.63
 473.5 -22.4 -28.8  56 262  45.8      5948 37.889 -75.179        18.65
 473.1 -22.5 -29.0  56 262  45.8      5954 37.889 -75.179        18.66
 472.6 -22.5 -29.1  55 262  45.9      5960 37.889 -75.178        18.68
 472.2 -22.6 -29.1  56 262  46.0      5968 37.889 -75.178        18.70
 471.8 -22.7 -29.1  56 262  46.1      5975 37.889 -75.177        18.71
 471.4 -22.7 -29.0  56 262  46.2      5981 37.890 -75.176        18.73
 471.0 -22.7 -29.1  56 262  46.3      5987 37.890 -75.176        18.75
 470.6 -22.8 -29.1  57 262  46.5      5992 37.890 -75.175        18.76
 470.2 -22.9 -29.1  57 262  46.6      5999 37.890 -75.175        18.78
 469.9 -23.0 -29.0  58 262  46.8      6005 37.890 -75.174        18.80
 469.5 -23.0 -29.0  58 262  47.0      6010 37.890 -75.174        18.81
 469.1 -23.1 -29.1  58 262  47.2      6015 37.890 -75.173        18.83
 468.7 -23.1 -29.1  58 262  47.4      6021 37.890 -75.173        18.85
 468.3 -23.1 -29.1  58 263  47.6      6028 37.890 -75.172        18.86
 468.0 -23.1 -29.1  58 263  47.9      6035 37.890 -75.172        18.88
 467.6 -23.1 -29.2  58 263  48.1      6041 37.890 -75.171        18.90
 467.2 -23.1 -29.3  57 263  48.3      6046 37.890 -75.171        18.91
 466.8 -23.2 -29.3  57 263  48.6      6052 37.890 -75.170        18.93
 466.4 -23.2 -29.3  58 263  48.8      6058 37.890 -75.170        18.95
 466.1 -23.3 -29.2  58 263  49.1      6064 37.890 -75.169        18.96
 465.7 -23.3 -29.3  58 263  49.3      6070 37.890 -75.169        18.98
 465.4 -23.4 -29.4  58 263  49.5      6076 37.891 -75.168        19.00
 465.0 -23.4 -29.4  58 263  49.7      6082 37.891 -75.167        19.01
 464.7 -23.5 -29.5  58 263  49.9      6086 37.891 -75.167        19.03
 464.3 -23.5 -29.5  58 263  50.1      6091 37.891 -75.166        19.05
 464.0 -23.6 -29.5  58 263  50.3      6096 37.891 -75.166        19.06
 463.6 -23.6 -29.5  59 263  50.5      6101 37.891 -75.165        19.08
 463.3 -23.7 -29.3  60 263  50.6      6108 37.891 -75.164        19.10
 462.9 -23.7 -28.9  62 263  50.8      6114 37.891 -75.164        19.11
 462.6 -23.8 -28.6  65 263  50.9      6119 37.891 -75.163        19.13
 462.2 -23.8 -28.4  66 263  51.0      6125 37.891 -75.163        19.15
 461.9 -23.9 -28.5  66 263  51.1      6130 37.891 -75.162        19.16
 461.6 -23.9 -28.8  64 264  51.2      6134 37.891 -75.162        19.18
 461.2 -23.9 -29.1  62 264  51.3      6140 37.891 -75.161        19.20
 460.9 -23.9 -29.2  62 264  51.4      6144 37.891 -75.160        19.21
 460.5 -24.0 -29.1  62 264  51.4      6151 37.891 -75.160        19.23
 460.2 -24.0 -29.1  63 264  51.5      6157 37.891 -75.159        19.25
 459.8 -24.0 -29.2  63 264  51.5      6163 37.891 -75.159        19.26
 459.4 -24.1 -29.1  63 264  51.6      6169 37.892 -75.158        19.28
 459.1 -24.1 -29.0  64 264  51.6      6173 37.892 -75.157        19.30
 458.7 -24.2 -29.1  64 264  51.6      6180 37.892 -75.157        19.31
 458.4 -24.2 -29.2  63 264  51.6      6186 37.892 -75.156        19.33
 458.0 -24.2 -29.5  62 264  51.6      6191 37.892 -75.156        19.35
 457.7 -24.2 -29.8  60 264  51.6      6196 37.892 -75.155        19.36
 457.3 -24.3 -30.1  58 264  51.6      6201 37.892 -75.155        19.38
 457.0 -24.3 -30.4  57 264  51.6      6207 37.892 -75.154        19.40
 456.6 -24.3 -30.7  56 264  51.6      6214 37.892 -75.153        19.41
 456.3 -24.4 -31.0  55 264  51.6      6220 37.892 -75.153        19.43
 455.9 -24.4 -31.0  54 264  51.6      6225 37.892 -75.152        19.45
 455.6 -24.4 -30.9  55 264  51.6      6229 37.892 -75.152        19.46
 455.2 -24.4 -30.8  56 264  51.6      6234 37.892 -75.151        19.48
 454.9 -24.5 -30.7  56 264  51.6      6240 37.892 -75.150        19.50
 454.5 -24.5 -30.8  56 264  51.6      6245 37.892 -75.150        19.51
 454.2 -24.6 -30.9  56 264  51.6      6252 37.892 -75.149        19.53
 453.8 -24.6 -31.1  55 263  51.6      6259 37.892 -75.149        19.55
 453.4 -24.7 -31.3  55 263  51.6      6266 37.892 -75.148        19.56
 453.1 -24.7 -31.3  54 263  51.6      6271 37.892 -75.147        19.58
 452.7 -24.8 -31.2  55 263  51.6      6276 37.892 -75.147        19.60
 452.3 -24.8 -30.8  58 263  51.5      6281 37.892 -75.146        19.61
 452.0 -24.9 -30.1  62 262  51.5      6288 37.892 -75.146        19.63
 451.6 -24.9 -29.3  67 262  51.5      6293 37.892 -75.145        19.65
 451.3 -25.0 -28.9  70 262  51.5      6300 37.893 -75.145        19.66
 450.9 -25.0 -28.9  70 262  51.5      6305 37.893 -75.144        19.68
 450.6 -25.0 -29.2  68 262  51.5      6310 37.893 -75.143        19.70
 450.2 -25.1 -29.4  67 262  51.5      6315 37.893 -75.143        19.71
 449.8 -25.1 -29.5  67 262  51.5      6320 37.893 -75.142        19.73
 449.4 -25.2 -29.4  68 262  51.5      6328 37.893 -75.142        19.75
 449.0 -25.2 -29.4  68 261  51.5      6335 37.893 -75.141        19.76
 448.6 -25.3 -29.4  68 261  51.5      6342 37.893 -75.141        19.78
 448.3 -25.3 -29.6  67 261  51.5      6349 37.893 -75.140        19.80
 447.9 -25.3 -30.0  65 261  51.5      6356 37.893 -75.140        19.81
 447.5 -25.4 -30.5  62 261  51.5      6361 37.893 -75.139        19.83
 447.1 -25.4 -31.1  59 261  51.5      6366 37.893 -75.138        19.85
 446.8 -25.4 -31.9  54 261  51.5      6371 37.893 -75.138        19.86
 446.4 -25.4 -33.0  49 261  51.4      6377 37.893 -75.137        19.88
 446.1 -25.4 -34.1  44 261  51.4      6382 37.893 -75.137        19.90
 445.7 -25.4 -35.1  40 261  51.4      6389 37.893 -75.136        19.91
 445.4 -25.4 -36.0  37 261  51.4      6395 37.894 -75.135        19.93
 445.0 -25.4 -37.1  33 261  51.4      6401 37.894 -75.135        19.95
 444.6 -25.4 -38.5  29 261  51.4      6407 37.894 -75.134        19.96
 444.3 -25.4 -39.9  25 261  51.4      6413 37.894 -75.134        19.98
 444.0 -25.4 -40.8  22 261  51.4      6418 37.894 -75.133        20.00
 443.6 -25.4 -40.9  22 261  51.4      6423 37.894 -75.132        20.01
 443.3 -25.4 -40.5  23 261  51.4      6428 37.894 -75.132        20.03
 443.0 -25.5 -40.1  24 261  51.4      6434 37.894 -75.131        20.05
 442.6 -25.5 -40.0  25 261  51.4      6439 37.894 -75.131        20.06
 442.3 -25.5 -40.0  25 261  51.4      6445 37.894 -75.130        20.08
 442.0 -25.6 -40.1  25 261  51.4      6450 37.894 -75.130        20.10
 441.6 -25.6 -40.2  25 261  51.5      6455 37.895 -75.129        20.11
 441.3 -25.7 -40.2  25 261  51.5      6461 37.895 -75.129        20.13
 441.0 -25.7 -40.2  25 261  51.6      6467 37.895 -75.128        20.15
 440.6 -25.8 -40.3  25 261  51.7      6472 37.895 -75.127        20.16
 440.3 -25.8 -40.4  24 261  51.8      6477 37.895 -75.127        20.18
 439.9 -25.8 -40.5  24 261  51.8      6483 37.895 -75.126        20.20
 439.6 -25.9 -40.5  24 261  51.9      6489 37.895 -75.126        20.21
 439.2 -26.0 -40.6  24 261  52.0      6495 37.895 -75.125        20.23
 438.9 -26.0 -40.7  24 261  52.1      6502 37.895 -75.125        20.25
 438.5 -26.1 -40.8  24 261  52.2      6508 37.895 -75.124        20.26
 438.1 -26.1 -40.9  24 261  52.4      6514 37.895 -75.123        20.28
 437.7 -26.2 -40.9  24 261  52.5      6519 37.895 -75.123        20.30
 437.4 -26.2 -40.9  24 261  52.6      6525 37.895 -75.122        20.31
 437.0 -26.3 -41.1  24 261  52.7      6530 37.895 -75.122        20.33
 436.5 -26.4 -41.2  23 260  52.8      6537 37.895 -75.121        20.35
 436.1 -26.4 -41.5  23 260  52.9      6545 37.895 -75.120        20.36
 435.7 -26.5 -41.7  23 260  52.9      6554 37.895 -75.120        20.38
 435.2 -26.6 -41.9  22 260  53.0      6562 37.896 -75.119        20.40
 434.8 -26.6 -42.1  22 260  53.1      6571 37.896 -75.118        20.41
 434.3 -26.6 -42.4  21 260  53.1      6579 37.896 -75.118        20.43
 433.9 -26.6 -42.6  21 259  53.1      6586 37.896 -75.117        20.45
 433.5 -26.6 -42.8  20 259  53.1      6591 37.896 -75.117        20.46
 433.2 -26.6 -43.3  19 259  53.1      6596 37.896 -75.116        20.48
 432.8 -26.7 -43.9  18 259  53.1      6601 37.896 -75.116        20.50
 432.5 -26.7 -44.6  17 259  53.1      6607 37.896 -75.115        20.51
 432.2 -26.8 -45.1  16 259  53.1      6612 37.896 -75.114        20.53
 431.8 -26.9 -45.4  16 258  53.0      6618 37.896 -75.114        20.55
 431.5 -26.9 -45.2  16 258  52.9      6624 37.897 -75.113        20.56
 431.2 -26.9 -44.7  17 258  52.9      6629 37.897 -75.112        20.58
 430.8 -26.9 -44.4  18 258  52.8      6634 37.897 -75.112        20.60
 430.5 -27.0 -44.3  18 258  52.7      6640 37.897 -75.111        20.61
 430.2 -27.0 -44.3  18 258  52.6      6646 37.897 -75.111        20.63
 429.8 -27.1 -44.3  18 258  52.5      6650 37.897 -75.110        20.65
 429.5 -27.2 -44.3  18 258  52.4      6657 37.897 -75.110        20.66
 429.2 -27.2 -44.3  18 258  52.4      6662 37.897 -75.109        20.68
 428.8 -27.3 -44.3  19 258  52.3      6668 37.897 -75.108        20.70
 428.5 -27.4 -44.2  19 258  52.2      6674 37.898 -75.108        20.71
 428.2 -27.4 -44.3  19 258  52.2      6680 37.898 -75.107        20.73
 427.8 -27.4 -44.4  19 258  52.1      6685 37.898 -75.107        20.75
 427.5 -27.5 -44.4  19 258  52.1      6690 37.898 -75.106        20.76
 427.1 -27.5 -44.3  19 258  52.0      6697 37.898 -75.106        20.78
 426.8 -27.5 -44.2  19 258  52.0      6703 37.898 -75.105        20.80
 426.4 -27.6 -44.2  19 258  52.0      6708 37.898 -75.105        20.81
 426.0 -27.6 -44.2  19 258  52.0      6713 37.898 -75.104        20.83
 425.7 -27.7 -44.3  19 258  52.0      6720 37.898 -75.103        20.85
 425.3 -27.7 -44.3  19 258  52.1      6726 37.898 -75.103        20.86
 424.9 -27.8 -44.4  19 258  52.1      6734 37.898 -75.102        20.88
 424.5 -27.8 -44.5  19 258  52.2      6742 37.898 -75.102        20.90
 424.2 -27.9 -44.5  19 258  52.2      6749 37.899 -75.101        20.91
 423.8 -27.9 -44.6  19 258  52.3      6754 37.899 -75.100        20.93
 423.4 -28.0 -44.6  19 258  52.4      6760 37.899 -75.100        20.95
 423.1 -28.1 -44.6  19 258  52.4      6764 37.899 -75.099        20.96
 422.8 -28.1 -44.5  20 258  52.5      6770 37.899 -75.099        20.98
 422.4 -28.2 -44.4  20 258  52.6      6776 37.899 -75.098        21.00
 422.1 -28.2 -44.4  20 258  52.7      6783 37.899 -75.097        21.01
 421.8 -28.2 -44.2  20 258  52.8      6788 37.899 -75.097        21.03
 421.4 -28.3 -44.0  21 258  52.8      6793 37.900 -75.096        21.05
 421.1 -28.3 -43.6  22 258  52.9      6799 37.900 -75.096        21.06
 420.8 -28.4 -43.0  23 258  53.0      6804 37.900 -75.095        21.08
 420.5 -28.4 -42.6  25 258  53.0      6809 37.900 -75.095        21.10
 420.1 -28.5 -42.5  25 258  53.1      6815 37.900 -75.094        21.11
 419.8 -28.5 -42.5  25 258  53.1      6821 37.900 -75.094        21.13
 419.5 -28.6 -42.6  25 258  53.2      6826 37.900 -75.093        21.15
 419.2 -28.6 -42.7  25 258  53.2      6832 37.900 -75.092        21.16
 418.8 -28.7 -42.8  25 258  53.3      6838 37.900 -75.092        21.18
 418.5 -28.7 -42.9  25 258  53.3      6843 37.900 -75.091        21.20
 418.2 -28.8 -43.1  24 258  53.3      6849 37.900 -75.091        21.21
 417.8 -28.8 -43.2  24 258  53.3      6854 37.900 -75.090        21.23
 417.5 -28.9 -43.4  24 258  53.3      6859 37.901 -75.089        21.25
 417.2 -28.9 -43.5  23 258  53.3      6865 37.901 -75.089        21.26
 416.9 -29.0 -43.5  24 258  53.3      6871 37.901 -75.088        21.28
 416.5 -29.0 -43.2  24 258  53.3      6877 37.901 -75.087        21.30
 416.2 -29.1 -42.9  25 258  53.3      6883 37.901 -75.087        21.31
 415.8 -29.2 -42.6  26 258  53.3      6888 37.901 -75.086        21.33
 415.5 -29.2 -42.6  27 258  53.3      6894 37.901 -75.085        21.35
 415.1 -29.3 -42.8  26 258  53.3      6902 37.901 -75.085        21.36
 414.7 -29.4 -43.1  26 258  53.3      6908 37.901 -75.084        21.38
 414.4 -29.4 -43.4  25 258  53.3      6915 37.902 -75.084        21.40
 414.0 -29.4 -43.7  24 259  53.3      6921 37.902 -75.083        21.41
 413.7 -29.4 -43.8  24 259  53.3      6927 37.902 -75.083        21.43
 413.4 -29.5 -43.8  24 259  53.3      6932 37.902 -75.082        21.45
 413.0 -29.5 -44.0  24 259  53.4      6937 37.902 -75.082        21.46
 412.7 -29.6 -44.1  23 259  53.4      6942 37.902 -75.081        21.48
 412.4 -29.6 -44.3  23 259  53.4      6947 37.902 -75.080        21.50
 412.1 -29.7 -44.3  23 259  53.4      6953 37.902 -75.080        21.51
 411.8 -29.7 -44.3  23 259  53.4      6959 37.902 -75.079        21.53
 411.4 -29.8 -44.3  23 259  53.5      6965 37.902 -75.079        21.55
 411.1 -29.8 -44.2  24 259  53.5      6970 37.902 -75.078        21.56
 410.7 -29.9 -44.2  24 259  53.5      6977 37.902 -75.077        21.58
 410.4 -30.0 -44.2  24 259  53.5      6983 37.903 -75.077        21.60
 410.1 -30.0 -44.3  24 259  53.6      6989 37.903 -75.076        21.61
 409.8 -30.1 -44.5  23 259  53.6      6994 37.903 -75.076        21.63
 409.4 -30.1 -44.6  23 259  53.6      7000 37.903 -75.075        21.65
 409.1 -30.1 -44.9  23 260  53.6      7006 37.903 -75.074        21.66
 408.8 -30.2 -45.7  21 260  53.6      7010 37.903 -75.074        21.68
 408.4 -30.2 -47.8  17 260  53.6      7016 37.903 -75.073        21.70
 408.1 -30.2 -51.4  11 260  53.6      7021 37.903 -75.073        21.71
 407.7 -30.2 -55.6   7 260  53.6      7028 37.903 -75.072        21.73
 407.3 -30.2 -57.6   5 260  53.6      7036 37.903 -75.071        21.75
 406.9 -30.2 -56.6   6 260  53.7      7043 37.904 -75.071        21.76
 406.5 -30.2 -55.1   7 261  53.7      7051 37.904 -75.070        21.78
 406.1 -30.1 -54.3   8 261  53.7      7057 37.904 -75.069        21.80
 405.8 -30.0 -54.1   8 261  53.6      7064 37.904 -75.069        21.81
 405.4 -30.0 -54.2   8 261  53.6      7071 37.904 -75.068        21.83
 405.0 -30.0 -54.4   8 261  53.6      7078 37.904 -75.068        21.85
 404.7 -30.0 -54.5   8 261  53.6      7083 37.904 -75.067        21.86
 404.4 -30.0 -54.4   8 262  53.6      7089 37.904 -75.067        21.88
 404.0 -30.1 -54.3   8 262  53.6      7094 37.904 -75.066        21.90
 403.7 -30.1 -54.3   8 262  53.6      7099 37.904 -75.066        21.91
 403.4 -30.2 -54.3   8 262  53.5      7105 37.904 -75.065        21.93
 403.1 -30.2 -54.3   8 262  53.5      7111 37.904 -75.064        21.95
 402.8 -30.3 -54.3   8 263  53.5      7117 37.904 -75.064        21.96
 402.5 -30.3 -54.3   8 263  53.4      7123 37.904 -75.063        21.98
 402.2 -30.3 -54.3   8 263  53.4      7127 37.904 -75.062        22.00
 401.9 -30.4 -54.4   8 263  53.4      7132 37.904 -75.062        22.01
 401.6 -30.4 -54.4   8 263  53.3      7138 37.905 -75.061        22.03
 401.3 -30.5 -54.5   8 263  53.3      7143 37.905 -75.061        22.05
 401.0 -30.5 -54.7   8 263  53.2      7148 37.905 -75.060        22.06
 400.7 -30.6 -54.8   8 263  53.2      7153 37.905 -75.059        22.08
 400.4 -30.6 -54.9   8 264  53.2      7158 37.905 -75.059        22.10
 400.1 -30.6 -54.9   8 264  53.1      7163 37.905 -75.058        22.11
 399.8 -30.7 -54.9   8 264  53.1      7168 37.905 -75.057        22.13
 399.4 -30.7 -54.8   8 264  53.0      7173 37.905 -75.057        22.15
 399.1 -30.8 -54.7   8 264  53.0      7180 37.905 -75.056        22.16
 398.7 -30.9 -54.8   8 264  52.9      7188 37.905 -75.056        22.18
 398.3 -30.9 -54.8   8 264  52.9      7195 37.905 -75.055        22.20
 397.9 -31.0 -54.9   8 264  52.9      7203 37.905 -75.055        22.21
 397.5 -31.1 -55.0   8 264  52.9      7211 37.905 -75.054        22.23
 397.1 -31.2 -55.0   8 264  52.8      7218 37.905 -75.053        22.25
 396.7 -31.2 -54.9   8 264  52.8      7224 37.905 -75.053        22.26
 396.4 -31.2 -54.9   8 264  52.8      7231 37.905 -75.052        22.28
 396.0 -31.3 -55.0   8 264  52.8      7238 37.905 -75.052        22.30
 395.7 -31.4 -55.0   8 264  52.9      7245 37.905 -75.051        22.31
 395.3 -31.4 -55.1   8 264  52.9      7250 37.905 -75.050        22.33
 395.0 -31.5 -55.2   8 264  52.9      7254 37.905 -75.050        22.35
 394.7 -31.5 -55.2   8 264  52.9      7258 37.906 -75.049        22.36
 394.4 -31.5 -55.2   8 263  53.0      7264 37.906 -75.049        22.38
 394.1 -31.6 -55.2   8 263  53.0      7269 37.906 -75.048        22.40
 393.8 -31.7 -55.1   8 263  53.1      7275 37.906 -75.048        22.41
 393.5 -31.8 -55.1   8 263  53.1      7282 37.906 -75.047        22.43
 393.1 -31.8 -55.1   8 263  53.1      7289 37.906 -75.046        22.45
 392.8 -31.9 -55.1   8 263  53.2      7294 37.906 -75.046        22.46
 392.5 -31.9 -55.1   8 263  53.2      7300 37.906 -75.045        22.48
 392.1 -32.0 -55.1   8 263  53.2      7306 37.906 -75.045        22.50
 391.8 -32.0 -55.1   9 263  53.3      7311 37.906 -75.044        22.51
 391.5 -32.1 -55.1   9 263  53.3      7317 37.906 -75.043        22.53
 391.2 -32.2 -55.1   9 263  53.3      7323 37.906 -75.043        22.55
 390.9 -32.2 -55.1   9 263  53.3      7329 37.906 -75.042        22.56
 390.6 -32.3 -55.1   9 263  53.3      7335 37.906 -75.041        22.58
 390.2 -32.4 -55.1   9 263  53.3      7340 37.906 -75.041        22.60
 389.9 -32.4 -55.1   9 263  53.3      7346 37.906 -75.040        22.61
 389.6 -32.5 -55.2   9 263  53.3      7351 37.906 -75.039        22.63
 389.3 -32.5 -55.2   9 263  53.3      7356 37.907 -75.039        22.65
 389.0 -32.6 -55.2   9 263  53.3      7361 37.907 -75.038        22.66
 388.8 -32.6 -55.3   9 263  53.3      7367 37.907 -75.038        22.68
 388.5 -32.7 -55.3   9 263  53.3      7372 37.907 -75.037        22.70
 388.2 -32.7 -55.3   9 263  53.3      7377 37.907 -75.037        22.71
 387.9 -32.7 -55.4   9 263  53.4      7383 37.907 -75.036        22.73
 387.5 -32.8 -55.5   9 263  53.4      7388 37.907 -75.035        22.75
 387.2 -32.8 -55.5   9 264  53.5      7393 37.907 -75.035        22.76
 386.9 -32.9 -55.6   9 264  53.5      7400 37.907 -75.034        22.78
 386.6 -33.0 -55.7   9 264  53.6      7406 37.907 -75.034        22.80
 386.2 -33.0 -55.9   8 264  53.7      7412 37.907 -75.033        22.81
 385.9 -33.0 -56.1   8 264  53.8      7419 37.907 -75.033        22.83
 385.5 -33.1 -56.4   8 264  54.0      7425 37.907 -75.032        22.85
 385.2 -33.1 -56.4   8 264  54.1      7433 37.907 -75.031        22.86
 384.8 -33.2 -56.4   8 264  54.3      7438 37.907 -75.031        22.88
 384.5 -33.2 -56.6   8 264  54.4      7444 37.907 -75.030        22.90
 384.2 -33.2 -57.2   7 264  54.6      7451 37.907 -75.030        22.91
 383.9 -33.2 -58.1   7 264  54.8      7457 37.907 -75.029        22.93
 383.6 -33.2 -59.2   6 264  55.0      7462 37.907 -75.028        22.95
 383.3 -33.2 -60.1   5 264  55.1      7467 37.907 -75.028        22.96
 382.9 -33.2 -60.7   5 264  55.3      7472 37.907 -75.027        22.98
 382.6 -33.2 -61.0   5 264  55.5      7478 37.908 -75.026        23.00
 382.3 -33.2 -61.3   4 264  55.6      7483 37.908 -75.026        23.01
 382.0 -33.2 -61.6   4 264  55.8      7489 37.908 -75.025        23.03
 381.7 -33.2 -61.8   4 264  55.9      7495 37.908 -75.024        23.05
 381.4 -33.2 -61.8   4 264  56.0      7503 37.908 -75.024        23.06
 381.1 -33.3 -61.8   4 264  56.2      7508 37.908 -75.023        23.08
 380.7 -33.3 -61.8   4 264  56.3      7514 37.908 -75.022        23.10
 380.4 -33.4 -61.8   4 264  56.3      7519 37.908 -75.022        23.11
 380.1 -33.4 -61.8   4 264  56.4      7525 37.908 -75.021        23.13
 379.8 -33.5 -62.1   4 264  56.5      7531 37.908 -75.020        23.15
 379.5 -33.5 -62.6   4 264  56.5      7536 37.908 -75.020        23.16
 379.2 -33.5 -63.2   4 264  56.5      7540 37.908 -75.019        23.18
 378.9 -33.5 -63.8   3 264  56.5      7546 37.908 -75.018        23.20
 378.6 -33.4 -64.4   3 264  56.6      7552 37.908 -75.018        23.21
 378.2 -33.4 -65.1   3 264  56.6      7559 37.908 -75.017        23.23
 377.9 -33.4 -65.8   2 264  56.6      7567 37.908 -75.017        23.25
 377.5 -33.4 -66.0   2 264  56.6      7573 37.909 -75.016        23.26
 377.1 -33.4 -66.0   2 264  56.5      7579 37.909 -75.015        23.28
 376.8 -33.4 -66.1   2 264  56.5      7587 37.909 -75.015        23.30
 376.4 -33.5 -66.2   2 264  56.5      7594 37.909 -75.014        23.31
 376.0 -33.5 -66.2   2 264  56.5      7602 37.909 -75.014        23.33
 375.6 -33.6 -66.1   2 264  56.6      7609 37.909 -75.013        23.35
 375.3 -33.6 -66.1   2 264  56.6      7616 37.909 -75.012        23.36
 374.9 -33.7 -66.1   2 264  56.6      7621 37.909 -75.012        23.38
 374.6 -33.7 -66.1   2 264  56.6      7627 37.909 -75.011        23.40
 374.3 -33.7 -66.1   2 264  56.7      7634 37.909 -75.010        23.41
 374.0 -33.8 -66.0   3 264  56.7      7640 37.909 -75.010        23.43
 373.7 -33.9 -65.8   3 264  56.8      7645 37.909 -75.009        23.45
 373.4 -33.9 -65.6   3 264  56.9      7650 37.909 -75.008        23.46
 373.1 -34.0 -65.5   3 264  56.9      7654 37.909 -75.008        23.48
 372.8 -34.0 -65.5   3 264  57.0      7660 37.909 -75.007        23.50
 372.5 -34.0 -65.6   3 264  57.1      7666 37.909 -75.007        23.51
 372.1 -34.1 -65.6   3 264  57.2      7671 37.909 -75.006        23.53
