RAOB/Space
    Balloon release date and time                	2017-02-03T18:44:12
    Station name                                 	UMBC
    Sonde type                                   	RS41-SGP
    System trademark and model                   	MW41
    Software version                             	MW41 2.2.0
    Sonde software version                       	2.2.13
    Sounding status                              	Ok

     P  Temp  Dewp  RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C   %   °   m/s         m      °       °          min
 591.6 -12.1 -27.0  28 254  38.8      4278 37.864 -75.310        13.55
 591.2 -12.1 -27.1  28 254  38.8      4283 37.865 -75.309        13.57
 590.8 -12.2 -27.2  28 254  38.8      4288 37.865 -75.309        13.59
 590.4 -12.2 -27.3  27 254  38.8      4292 37.865 -75.308        13.60
 590.0 -12.2 -27.3  27 254  38.8      4297 37.865 -75.308        13.62
 589.6 -12.2 -27.4  27 254  38.8      4302 37.865 -75.308        13.64
 589.3 -12.3 -27.4  27 254  38.7      4308 37.865 -75.307        13.65
 588.9 -12.3 -27.4  27 254  38.7      4313 37.865 -75.307        13.67
 588.5 -12.3 -27.5  27 254  38.7      4317 37.865 -75.306        13.69
 588.1 -12.3 -27.6  27 254  38.6      4321 37.865 -75.306        13.70
 587.7 -12.3 -27.7  27 254  38.6      4327 37.865 -75.305        13.72
 587.3 -12.3 -27.8  26 254  38.5      4334 37.866 -75.305        13.74
 586.9 -12.4 -27.9  26 254  38.4      4338 37.866 -75.305        13.75
 586.5 -12.4 -28.1  26 254  38.4      4343 37.866 -75.304        13.77
 586.1 -12.3 -28.2  25 254  38.3      4348 37.866 -75.304        13.79
 585.6 -12.3 -28.3  25 254  38.2      4354 37.866 -75.303        13.80
 585.2 -12.4 -28.3  25 254  38.1      4360 37.866 -75.303        13.82
 584.7 -12.4 -28.3  25 254  38.1      4366 37.866 -75.302        13.84
 584.3 -12.5 -28.4  25 254  38.0      4372 37.866 -75.302        13.85
 583.8 -12.5 -28.5  25 254  37.9      4378 37.866 -75.302        13.87
 583.4 -12.5 -28.4  25 254  37.8      4385 37.866 -75.301        13.89
 583.0 -12.5 -28.4  25 255  37.7      4390 37.866 -75.301        13.90
 582.6 -12.6 -28.4  25 255  37.7      4395 37.867 -75.300        13.92
 582.1 -12.6 -28.4  25 255  37.6      4399 37.867 -75.300        13.94
 581.7 -12.6 -28.5  25 255  37.6      4405 37.867 -75.300        13.95
 581.3 -12.7 -28.7  25 255  37.5      4411 37.867 -75.299        13.97
 580.8 -12.7 -28.7  25 255  37.5      4417 37.867 -75.299        13.99
 580.4 -12.8 -28.8  25 255  37.4      4423 37.867 -75.298        14.00
 580.0 -12.8 -28.8  25 255  37.4      4429 37.867 -75.298        14.02
 579.5 -12.9 -28.8  25 255  37.3      4435 37.867 -75.298        14.04
 579.1 -12.9 -28.8  25 256  37.3      4441 37.867 -75.297        14.05
 578.7 -12.9 -28.8  25 256  37.3      4446 37.867 -75.297        14.07
 578.3 -12.9 -28.8  25 256  37.3      4451 37.867 -75.296        14.09
 578.0 -13.0 -28.8  25 256  37.3      4455 37.868 -75.296        14.10
 577.6 -13.0 -28.9  25 256  37.3      4460 37.868 -75.296        14.12
 577.2 -13.0 -28.9  25 256  37.3      4464 37.868 -75.295        14.14
 576.8 -13.1 -28.8  25 257  37.3      4469 37.868 -75.295        14.15
 576.4 -13.1 -28.8  26 257  37.3      4475 37.868 -75.294        14.17
 576.1 -13.1 -28.8  26 257  37.3      4480 37.868 -75.294        14.19
 575.7 -13.2 -28.8  26 257  37.3      4485 37.868 -75.294        14.20
 575.3 -13.2 -28.9  26 257  37.3      4491 37.868 -75.293        14.22
 574.9 -13.3 -28.9  26 258  37.3      4497 37.868 -75.293        14.24
 574.5 -13.3 -28.9  26 258  37.3      4501 37.868 -75.292        14.25
 574.1 -13.4 -28.9  26 258  37.3      4506 37.868 -75.292        14.27
 573.8 -13.4 -29.0  26 258  37.3      4510 37.868 -75.291        14.29
 573.4 -13.5 -29.0  26 258  37.3      4515 37.868 -75.291        14.30
 573.0 -13.5 -29.0  26 258  37.2      4520 37.868 -75.291        14.32
 572.7 -13.5 -29.0  26 258  37.2      4525 37.869 -75.290        14.34
 572.3 -13.6 -29.1  26 259  37.2      4530 37.869 -75.290        14.35
 571.9 -13.6 -29.2  26 259  37.2      4534 37.869 -75.289        14.37
 571.5 -13.6 -29.3  25 259  37.1      4539 37.869 -75.289        14.39
 571.1 -13.6 -29.3  25 259  37.1      4545 37.869 -75.288        14.40
 570.7 -13.6 -29.3  26 259  37.1      4551 37.869 -75.288        14.42
 570.3 -13.7 -29.3  25 259  37.0      4556 37.869 -75.288        14.44
 569.9 -13.7 -29.4  25 258  37.0      4561 37.869 -75.287        14.45
 569.4 -13.7 -29.5  25 258  37.0      4568 37.869 -75.287        14.47
 569.0 -13.8 -29.5  25 258  37.0      4575 37.869 -75.286        14.49
 568.6 -13.8 -29.6  25 258  37.0      4581 37.869 -75.286        14.50
 568.1 -13.9 -29.7  25 258  37.0      4587 37.869 -75.286        14.52
 567.7 -13.9 -29.8  25 258  37.0      4591 37.869 -75.285        14.54
 567.3 -13.9 -29.8  25 258  37.0      4596 37.869 -75.285        14.55
 566.9 -13.9 -29.9  25 258  37.0      4601 37.869 -75.284        14.57
 566.5 -13.9 -30.0  25 258  37.0      4607 37.870 -75.284        14.59
 566.1 -14.0 -30.1  24 258  37.1      4613 37.870 -75.284        14.60
 565.7 -14.0 -30.3  24 258  37.1      4619 37.870 -75.283        14.62
 565.2 -14.0 -30.3  24 258  37.2      4624 37.870 -75.283        14.64
 564.8 -14.0 -30.3  24 258  37.3      4630 37.870 -75.282        14.65
 564.4 -14.1 -30.3  24 258  37.3      4636 37.870 -75.282        14.67
 564.0 -14.1 -30.4  24 258  37.4      4641 37.870 -75.282        14.69
 563.6 -14.2 -30.5  24 258  37.5      4646 37.870 -75.281        14.70
 563.1 -14.2 -30.6  24 258  37.6      4652 37.870 -75.281        14.72
 562.7 -14.3 -30.7  23 258  37.7      4659 37.870 -75.280        14.74
 562.3 -14.3 -30.8  23 258  37.7      4665 37.870 -75.280        14.75
 561.9 -14.4 -30.9  23 258  37.8      4671 37.870 -75.280        14.77
 561.5 -14.5 -30.9  24 258  37.9      4676 37.870 -75.279        14.79
 561.1 -14.5 -30.8  24 258  38.0      4680 37.870 -75.279        14.80
 560.7 -14.6 -30.8  24 258  38.1      4686 37.871 -75.278        14.82
 560.3 -14.6 -30.9  24 258  38.1      4691 37.871 -75.278        14.84
 559.9 -14.7 -30.9  24 258  38.2      4696 37.871 -75.277        14.85
 559.5 -14.7 -31.0  24 258  38.3      4701 37.871 -75.277        14.87
 559.1 -14.7 -31.1  24 259  38.3      4707 37.871 -75.276        14.89
 558.7 -14.8 -31.1  24 259  38.3      4713 37.871 -75.276        14.90
 558.3 -14.8 -31.1  24 259  38.4      4718 37.871 -75.275        14.92
 557.9 -14.8 -31.2  24 259  38.4      4724 37.871 -75.275        14.94
 557.5 -14.9 -31.3  23 259  38.4      4730 37.871 -75.275        14.95
 557.1 -14.9 -31.3  23 259  38.4      4734 37.871 -75.274        14.97
 556.7 -14.9 -31.3  23 259  38.4      4740 37.871 -75.274        14.99
 556.3 -15.0 -31.4  23 259  38.4      4744 37.871 -75.273        15.00
 555.9 -15.0 -31.5  23 259  38.3      4749 37.871 -75.273        15.02
 555.6 -15.0 -31.6  23 259  38.3      4754 37.871 -75.273        15.04
 555.2 -15.0 -31.6  23 259  38.3      4761 37.871 -75.272        15.05
 554.8 -15.1 -31.7  23 259  38.2      4766 37.872 -75.272        15.07
 554.4 -15.1 -31.7  23 258  38.2      4771 37.872 -75.271        15.09
 554.0 -15.1 -31.7  23 258  38.1      4776 37.872 -75.271        15.10
 553.7 -15.2 -31.8  23 258  38.0      4781 37.872 -75.270        15.12
 553.3 -15.2 -31.8  23 258  37.9      4786 37.872 -75.270        15.14
 552.9 -15.2 -31.9  23 258  37.9      4791 37.872 -75.270        15.15
 552.6 -15.3 -31.9  23 258  37.8      4796 37.872 -75.269        15.17
 552.2 -15.3 -31.9  23 257  37.7      4801 37.872 -75.269        15.19
 551.8 -15.3 -32.0  23 257  37.6      4805 37.872 -75.268        15.20
 551.5 -15.4 -32.1  23 257  37.5      4811 37.872 -75.268        15.22
 551.1 -15.4 -32.1  23 257  37.4      4815 37.872 -75.268        15.24
 550.7 -15.4 -32.2  23 257  37.3      4822 37.872 -75.267        15.25
 550.4 -15.5 -32.3  22 256  37.2      4826 37.872 -75.267        15.27
 550.0 -15.5 -32.4  22 256  37.1      4831 37.872 -75.266        15.29
 549.6 -15.6 -32.5  22 256  37.0      4837 37.873 -75.266        15.30
 549.2 -15.6 -32.6  22 256  36.9      4840 37.873 -75.265        15.32
 548.9 -15.6 -32.7  22 256  36.8      4846 37.873 -75.265        15.34
 548.5 -15.6 -32.7  22 256  36.8      4852 37.873 -75.265        15.35
 548.1 -15.7 -32.7  22 256  36.7      4857 37.873 -75.264        15.37
 547.7 -15.7 -32.8  22 255  36.6      4862 37.873 -75.264        15.39
 547.4 -15.7 -32.8  22 255  36.5      4867 37.873 -75.263        15.40
 547.0 -15.7 -32.9  21 255  36.5      4872 37.873 -75.263        15.42
 546.6 -15.7 -33.1  21 255  36.4      4877 37.873 -75.263        15.44
 546.2 -15.7 -33.3  21 255  36.4      4883 37.873 -75.262        15.45
 545.9 -15.7 -33.4  20 255  36.3      4888 37.873 -75.262        15.47
 545.5 -15.7 -33.5  20 255  36.3      4894 37.873 -75.261        15.49
 545.1 -15.7 -33.6  20 255  36.3      4898 37.874 -75.261        15.50
 544.7 -15.7 -33.7  20 255  36.3      4903 37.874 -75.261        15.52
 544.3 -15.7 -33.8  20 255  36.2      4908 37.874 -75.260        15.54
 543.9 -15.7 -33.9  20 255  36.2      4915 37.874 -75.260        15.55
 543.5 -15.7 -34.0  19 255  36.2      4919 37.874 -75.260        15.57
 543.1 -15.7 -34.3  19 255  36.2      4925 37.874 -75.259        15.59
 542.7 -15.7 -34.6  18 255  36.2      4932 37.874 -75.259        15.60
 542.3 -15.6 -34.9  18 255  36.2      4938 37.874 -75.258        15.62
 541.9 -15.6 -35.1  17 255  36.2      4945 37.874 -75.258        15.64
 541.5 -15.5 -35.1  17 255  36.2      4951 37.874 -75.258        15.65
 541.1 -15.6 -35.1  17 255  36.2      4955 37.874 -75.257        15.67
 540.8 -15.6 -35.1  17 254  36.2      4958 37.875 -75.257        15.69
 540.4 -15.6 -35.0  17 254  36.1      4963 37.875 -75.256        15.70
 540.1 -15.6 -34.8  18 254  36.1      4968 37.875 -75.256        15.72
 539.7 -15.6 -34.2  19 254  36.1      4973 37.875 -75.256        15.74
 539.3 -15.6 -33.3  21 254  36.1      4979 37.875 -75.255        15.75
 538.9 -15.6 -32.2  23 254  36.0      4983 37.875 -75.255        15.77
 538.5 -15.7 -30.8  26 254  36.0      4988 37.875 -75.254        15.79
 538.0 -15.7 -28.4  33 254  35.9      4995 37.875 -75.254        15.80
 537.6 -15.8 -25.4  43 254  35.9      5002 37.875 -75.253        15.82
 537.1 -15.9 -22.4  57 254  35.8      5011 37.875 -75.253        15.84
 536.6 -15.9 -20.0  71 253  35.8      5019 37.875 -75.253        15.85
 536.2 -16.0 -18.9  78 253  35.7      5025 37.876 -75.252        15.87
 535.8 -16.0 -19.1  77 253  35.7      5031 37.876 -75.252        15.89
 535.3 -16.0 -19.9  72 253  35.7      5036 37.876 -75.252        15.90
 535.0 -16.1 -20.6  68 253  35.7      5040 37.876 -75.251        15.92
 534.6 -16.1 -21.4  63 253  35.7      5045 37.876 -75.251        15.94
 534.2 -16.1 -22.9  56 252  35.7      5050 37.876 -75.250        15.95
 533.8 -16.1 -25.0  46 252  35.7      5055 37.876 -75.250        15.97
 533.4 -16.1 -26.5  41 252  35.8      5060 37.876 -75.250        15.99
 532.9 -16.2 -26.2  42 252  35.8      5066 37.876 -75.249        16.00
 532.5 -16.3 -25.4  45 252  35.9      5074 37.876 -75.249        16.02
 532.0 -16.3 -26.0  43 252  36.0      5082 37.876 -75.249        16.04
 531.6 -16.4 -28.6  34 251  36.1      5089 37.876 -75.248        16.05
 531.1 -16.4 -33.1  22 251  36.2      5095 37.877 -75.248        16.07
 530.7 -16.4 -36.6  16 251  36.4      5102 37.877 -75.247        16.09
 530.3 -16.4 -37.0  15 251  36.5      5107 37.877 -75.247        16.10
 529.9 -16.5 -36.0  17 251  36.6      5113 37.877 -75.247        16.12
 529.5 -16.5 -35.4  18 251  36.8      5117 37.877 -75.246        16.14
 529.2 -16.5 -35.2  18 251  37.0      5122 37.877 -75.246        16.15
 528.8 -16.6 -35.1  19 250  37.1      5127 37.877 -75.246        16.17
 528.4 -16.6 -35.0  19 250  37.3      5133 37.877 -75.245        16.19
 528.1 -16.7 -35.2  19 250  37.4      5137 37.878 -75.245        16.20
 527.7 -16.7 -35.5  18 250  37.5      5143 37.878 -75.244        16.22
 527.4 -16.8 -35.9  17 250  37.7      5147 37.878 -75.244        16.24
 527.1 -16.8 -36.2  17 250  37.8      5152 37.878 -75.243        16.25
 526.7 -16.8 -36.2  17 250  37.9      5156 37.878 -75.243        16.27
 526.4 -16.9 -36.2  17 250  37.9      5161 37.878 -75.243        16.29
 526.0 -16.9 -36.2  17 250  38.0      5166 37.878 -75.242        16.30
 525.7 -16.9 -36.3  17 250  38.0      5171 37.878 -75.242        16.32
 525.3 -17.0 -36.4  17 250  38.0      5177 37.879 -75.241        16.34
 525.0 -17.0 -36.4  17 250  38.0      5182 37.879 -75.241        16.35
 524.6 -17.1 -36.5  17 250  38.0      5187 37.879 -75.241        16.37
 524.3 -17.1 -36.5  17 250  38.0      5191 37.879 -75.240        16.39
 523.9 -17.1 -36.5  17 250  37.9      5195 37.879 -75.240        16.40
 523.5 -17.2 -36.6  17 250  37.8      5201 37.879 -75.239        16.42
 523.1 -17.2 -36.6  17 250  37.8      5208 37.879 -75.239        16.44
 522.7 -17.2 -36.5  17 250  37.7      5214 37.879 -75.238        16.45
 522.3 -17.2 -36.4  17 251  37.6      5222 37.880 -75.238        16.47
 521.9 -17.3 -36.0  18 251  37.5      5228 37.880 -75.238        16.49
 521.5 -17.3 -35.3  19 251  37.4      5233 37.880 -75.237        16.50
 521.1 -17.3 -34.6  21 251  37.3      5238 37.880 -75.237        16.52
 520.7 -17.3 -34.0  22 251  37.3      5244 37.880 -75.236        16.54
 520.4 -17.3 -33.9  22 251  37.2      5249 37.880 -75.236        16.55
 520.0 -17.3 -34.0  22 251  37.1      5253 37.880 -75.236        16.57
 519.7 -17.4 -34.1  22 251  37.1      5257 37.880 -75.235        16.59
 519.3 -17.4 -34.1  22 251  37.1      5261 37.880 -75.235        16.60
 519.0 -17.4 -34.0  22 252  37.0      5267 37.880 -75.235        16.62
 518.6 -17.5 -34.0  23 252  37.0      5272 37.881 -75.234        16.64
 518.2 -17.5 -34.0  23 252  37.0      5278 37.881 -75.234        16.65
 517.8 -17.6 -34.1  22 252  37.1      5283 37.881 -75.234        16.67
 517.4 -17.6 -34.3  22 252  37.1      5290 37.881 -75.233        16.69
 517.0 -17.7 -34.5  22 252  37.2      5297 37.881 -75.233        16.70
 516.6 -17.7 -34.7  21 252  37.2      5303 37.881 -75.232        16.72
 516.2 -17.7 -34.8  21 252  37.3      5307 37.881 -75.232        16.74
 515.9 -17.8 -35.0  21 252  37.4      5313 37.881 -75.231        16.75
 515.5 -17.8 -35.1  21 252  37.5      5318 37.881 -75.231        16.77
 515.1 -17.9 -35.1  21 252  37.6      5324 37.881 -75.231        16.79
 514.7 -17.9 -35.1  21 253  37.7      5330 37.882 -75.230        16.80
 514.3 -17.9 -35.1  21 253  37.8      5334 37.882 -75.230        16.82
 513.9 -18.0 -35.1  21 253  37.9      5340 37.882 -75.229        16.84
 513.5 -18.0 -35.1  21 253  38.0      5347 37.882 -75.229        16.85
 513.1 -18.1 -35.1  21 253  38.1      5353 37.882 -75.229        16.87
 512.7 -18.1 -35.2  21 253  38.2      5360 37.882 -75.228        16.89
 512.3 -18.1 -35.2  21 253  38.3      5366 37.882 -75.228        16.90
 511.9 -18.2 -35.3  21 253  38.4      5371 37.882 -75.227        16.92
 511.5 -18.2 -35.3  21 254  38.5      5377 37.882 -75.227        16.94
 511.1 -18.3 -35.3  21 254  38.5      5381 37.882 -75.226        16.95
 510.8 -18.3 -35.3  21 254  38.6      5386 37.883 -75.226        16.97
 510.4 -18.3 -35.2  21 254  38.7      5391 37.883 -75.226        16.99
 510.0 -18.4 -35.2  21 254  38.7      5397 37.883 -75.225        17.00
 509.5 -18.4 -35.3  21 254  38.8      5403 37.883 -75.225        17.02
 509.1 -18.5 -35.3  22 254  38.9      5410 37.883 -75.224        17.04
 508.6 -18.5 -35.2  22 255  38.9      5418 37.883 -75.224        17.05
 508.1 -18.6 -35.2  22 255  38.9      5426 37.883 -75.223        17.07
 507.6 -18.7 -35.3  22 255  39.0      5435 37.883 -75.223        17.09
 507.1 -18.7 -35.2  22 255  39.0      5442 37.883 -75.223        17.10
 506.6 -18.8 -35.2  22 255  39.0      5449 37.883 -75.222        17.12
 506.2 -18.8 -35.1  23 255  39.1      5455 37.884 -75.222        17.14
 505.8 -18.9 -34.9  23 256  39.1      5461 37.884 -75.221        17.15
 505.4 -18.9 -34.7  24 256  39.1      5467 37.884 -75.221        17.17
 505.0 -18.9 -34.3  24 256  39.1      5472 37.884 -75.221        17.19
 504.6 -19.0 -34.0  25 256  39.2      5477 37.884 -75.220        17.20
 504.2 -19.0 -33.6  26 256  39.2      5482 37.884 -75.220        17.22
 503.8 -19.1 -33.1  28 256  39.2      5487 37.884 -75.219        17.24
 503.5 -19.1 -32.4  30 256  39.2      5494 37.884 -75.219        17.25
 503.0 -19.1 -31.5  33 257  39.2      5499 37.884 -75.218        17.27
 502.6 -19.1 -30.5  36 257  39.2      5506 37.884 -75.218        17.29
 502.2 -19.1 -29.8  38 257  39.3      5513 37.884 -75.217        17.30
 501.8 -19.1 -29.7  39 257  39.3      5520 37.884 -75.217        17.32
 501.4 -19.1 -29.8  38 257  39.3      5526 37.884 -75.216        17.34
 501.0 -19.1 -30.0  38 257  39.4      5532 37.884 -75.216        17.35
 500.6 -19.2 -30.0  38 257  39.4      5536 37.885 -75.216        17.37
 500.3 -19.2 -29.8  39 258  39.4      5541 37.885 -75.215        17.39
 499.9 -19.3 -29.5  40 258  39.5      5547 37.885 -75.215        17.40
 499.5 -19.3 -29.3  41 258  39.5      5553 37.885 -75.214        17.42
 499.2 -19.4 -29.1  42 258  39.6      5558 37.885 -75.214        17.44
 498.9 -19.4 -28.8  44 258  39.7      5563 37.885 -75.213        17.45
 498.5 -19.5 -28.4  45 259  39.7      5569 37.885 -75.213        17.47
 498.2 -19.5 -28.2  46 259  39.8      5572 37.885 -75.213        17.49
 497.8 -19.6 -28.2  46 259  39.9      5578 37.885 -75.212        17.50
 497.5 -19.6 -28.2  47 259  40.0      5583 37.885 -75.212        17.52
 497.1 -19.7 -28.2  47 259  40.2      5588 37.885 -75.211        17.54
 496.8 -19.7 -28.2  47 260  40.3      5593 37.886 -75.211        17.55
 496.4 -19.8 -28.2  47 260  40.4      5599 37.886 -75.211        17.57
 496.1 -19.8 -28.1  48 260  40.6      5604 37.886 -75.210        17.59
 495.7 -19.8 -27.8  49 260  40.7      5609 37.886 -75.210        17.60
 495.4 -19.9 -27.5  51 260  40.9      5614 37.886 -75.209        17.62
 495.1 -19.9 -27.2  52 261  41.1      5619 37.886 -75.209        17.64
 494.7 -19.9 -27.1  53 261  41.2      5625 37.886 -75.208        17.65
 494.4 -19.9 -27.1  53 261  41.4      5629 37.886 -75.208        17.67
 494.1 -20.0 -27.1  53 261  41.5      5634 37.886 -75.207        17.69
 493.7 -20.0 -27.2  53 261  41.7      5639 37.886 -75.207        17.70
 493.4 -20.1 -27.2  53 261  41.8      5644 37.886 -75.206        17.72
 493.0 -20.2 -27.2  54 261  42.0      5650 37.886 -75.206        17.74
 492.7 -20.2 -27.1  54 261  42.1      5655 37.886 -75.205        17.75
 492.3 -20.2 -27.0  55 261  42.2      5660 37.886 -75.205        17.77
 491.9 -20.3 -27.1  55 261  42.3      5667 37.886 -75.204        17.79
 491.5 -20.3 -27.1  55 261  42.4      5671 37.886 -75.204        17.80
 491.2 -20.4 -27.1  55 261  42.5      5678 37.886 -75.203        17.82
 490.8 -20.4 -27.1  55 261  42.6      5684 37.886 -75.203        17.84
 490.4 -20.5 -27.1  56 261  42.7      5690 37.886 -75.202        17.85
 490.0 -20.6 -27.1  56 261  42.7      5696 37.887 -75.202        17.87
 489.6 -20.7 -27.2  56 261  42.8      5702 37.887 -75.201        17.89
 489.3 -20.8 -27.3  56 261  42.8      5707 37.887 -75.201        17.90
 488.9 -20.8 -27.2  56 261  42.8      5712 37.887 -75.200        17.92
 488.6 -20.9 -27.2  57 261  42.9      5717 37.887 -75.200        17.94
 488.2 -20.9 -27.1  58 261  42.9      5722 37.887 -75.199        17.95
 487.9 -21.0 -27.0  58 261  42.9      5727 37.887 -75.199        17.97
 487.5 -21.0 -27.0  59 261  42.9      5732 37.887 -75.198        17.99
 487.1 -21.1 -27.1  58 261  43.0      5738 37.887 -75.198        18.00
 486.7 -21.1 -27.3  58 261  43.0      5745 37.887 -75.197        18.02
 486.4 -21.1 -27.5  56 261  43.0      5750 37.887 -75.197        18.04
 486.0 -21.1 -27.8  55 261  43.1      5757 37.887 -75.196        18.05
 485.6 -21.1 -27.9  55 261  43.1      5763 37.887 -75.196        18.07
 485.3 -21.1 -27.9  55 261  43.2      5768 37.887 -75.196        18.09
 484.9 -21.2 -27.8  55 261  43.2      5772 37.887 -75.195        18.10
 484.6 -21.2 -27.9  55 261  43.3      5777 37.887 -75.195        18.12
 484.2 -21.3 -27.9  55 261  43.4      5782 37.888 -75.194        18.14
 483.8 -21.3 -27.9  55 261  43.5      5788 37.888 -75.194        18.15
 483.5 -21.3 -28.0  55 261  43.6      5794 37.888 -75.193        18.17
 483.1 -21.4 -28.1  55 261  43.7      5799 37.888 -75.193        18.19
 482.7 -21.4 -28.2  54 261  43.8      5807 37.888 -75.192        18.20
 482.4 -21.4 -28.3  54 261  43.9      5812 37.888 -75.192        18.22
 482.0 -21.4 -28.4  53 261  44.1      5817 37.888 -75.191        18.24
 481.7 -21.5 -28.4  53 261  44.2      5823 37.888 -75.191        18.25
 481.3 -21.5 -28.5  53 261  44.3      5828 37.888 -75.190        18.27
 481.0 -21.5 -28.5  54 261  44.5      5832 37.888 -75.190        18.29
 480.7 -21.6 -28.5  54 261  44.6      5837 37.888 -75.189        18.30
 480.4 -21.6 -28.5  54 261  44.7      5842 37.888 -75.189        18.32
 480.0 -21.6 -28.5  54 261  44.8      5848 37.888 -75.188        18.34
 479.7 -21.7 -28.5  54 261  44.9      5852 37.888 -75.188        18.35
 479.4 -21.7 -28.5  54 261  45.0      5856 37.888 -75.187        18.37
 479.0 -21.7 -28.5  54 261  45.1      5862 37.888 -75.187        18.39
 478.7 -21.8 -28.5  55 261  45.2      5866 37.888 -75.186        18.40
 478.4 -21.8 -28.5  55 261  45.3      5873 37.888 -75.186        18.42
 478.0 -21.9 -28.4  55 261  45.3      5878 37.889 -75.185        18.44
 477.7 -21.9 -28.5  56 261  45.4      5884 37.889 -75.185        18.45
 477.3 -22.0 -28.5  56 261  45.4      5888 37.889 -75.184        18.47
 477.0 -22.1 -28.5  56 261  45.5      5894 37.889 -75.184        18.49
 476.6 -22.1 -28.5  56 261  45.5      5900 37.889 -75.183        18.50
 476.2 -22.1 -28.5  56 261  45.5      5905 37.889 -75.183        18.52
 475.9 -22.2 -28.5  57 261  45.5      5911 37.889 -75.182        18.54
 475.5 -22.3 -28.6  56 261  45.6      5916 37.889 -75.182        18.55
 475.1 -22.3 -28.7  56 261  45.6      5921 37.889 -75.181        18.57
 474.7 -22.3 -28.7  56 261  45.6      5928 37.889 -75.181        18.59
 474.3 -22.4 -28.7  57 261  45.7      5935 37.889 -75.180        18.60
 473.9 -22.4 -28.7  57 261  45.7      5942 37.889 -75.180        18.62
 473.5 -22.4 -28.8  56 262  45.8      5948 37.889 -75.179        18.64
 473.1 -22.5 -29.0  56 262  45.8      5954 37.889 -75.179        18.65
 472.6 -22.5 -29.1  55 262  45.9      5960 37.889 -75.178        18.67
 472.2 -22.6 -29.1  56 262  46.0      5968 37.889 -75.178        18.69
 471.8 -22.7 -29.1  56 262  46.1      5975 37.890 -75.177        18.70
 471.4 -22.7 -29.0  56 262  46.2      5981 37.890 -75.176        18.72
 471.0 -22.7 -29.1  56 262  46.3      5987 37.890 -75.176        18.74
 470.6 -22.8 -29.1  57 262  46.5      5992 37.890 -75.175        18.75
 470.2 -22.9 -29.1  57 262  46.6      5999 37.890 -75.175        18.77
 469.9 -23.0 -29.0  58 262  46.8      6005 37.890 -75.174        18.79
 469.5 -23.0 -29.0  58 262  47.0      6010 37.890 -75.174        18.80
 469.1 -23.1 -29.1  58 262  47.2      6015 37.890 -75.173        18.82
 468.7 -23.1 -29.1  58 262  47.4      6021 37.890 -75.173        18.84
 468.3 -23.1 -29.1  58 263  47.6      6028 37.890 -75.172        18.85
 468.0 -23.1 -29.1  58 263  47.9      6035 37.890 -75.172        18.87
 467.6 -23.1 -29.2  58 263  48.1      6041 37.890 -75.171        18.89
 467.2 -23.1 -29.3  57 263  48.3      6046 37.890 -75.171        18.90
 466.8 -23.2 -29.3  57 263  48.6      6052 37.890 -75.170        18.92
 466.4 -23.2 -29.3  58 263  48.8      6058 37.890 -75.170        18.94
 466.1 -23.3 -29.2  58 263  49.1      6064 37.890 -75.169        18.95
 465.7 -23.3 -29.3  58 263  49.3      6070 37.890 -75.169        18.97
 465.4 -23.4 -29.4  58 263  49.5      6076 37.891 -75.168        18.99
 465.0 -23.4 -29.4  58 263  49.7      6082 37.891 -75.167        19.00
 464.7 -23.5 -29.5  58 263  49.9      6086 37.891 -75.167        19.02
 464.3 -23.5 -29.5  58 263  50.1      6091 37.891 -75.166        19.04
 464.0 -23.6 -29.5  58 263  50.3      6096 37.891 -75.166        19.05
 463.6 -23.6 -29.5  59 263  50.5      6101 37.891 -75.165        19.07
 463.3 -23.7 -29.3  60 263  50.6      6108 37.891 -75.164        19.09
 462.9 -23.7 -28.9  62 263  50.8      6114 37.891 -75.164        19.10
 462.6 -23.8 -28.6  65 263  50.9      6119 37.891 -75.163        19.12
 462.2 -23.8 -28.4  66 263  51.0      6125 37.891 -75.163        19.14
 461.9 -23.9 -28.5  66 263  51.1      6130 37.891 -75.162        19.15
 461.6 -23.9 -28.8  64 264  51.2      6134 37.891 -75.162        19.17
 461.2 -23.9 -29.1  62 264  51.3      6140 37.891 -75.161        19.19
 460.9 -23.9 -29.2  62 264  51.4      6144 37.891 -75.160        19.20
 460.5 -24.0 -29.1  62 264  51.4      6151 37.891 -75.160        19.22
 460.2 -24.0 -29.1  63 264  51.5      6157 37.891 -75.159        19.24
 459.8 -24.0 -29.2  63 264  51.5      6163 37.891 -75.159        19.25
 459.4 -24.1 -29.1  63 264  51.6      6169 37.892 -75.158        19.27
 459.1 -24.1 -29.0  64 264  51.6      6173 37.892 -75.157        19.29
 458.7 -24.2 -29.1  64 264  51.6      6180 37.892 -75.157        19.30
 458.4 -24.2 -29.2  63 264  51.6      6186 37.892 -75.156        19.32
 458.0 -24.2 -29.5  62 264  51.6      6191 37.892 -75.156        19.34
 457.7 -24.2 -29.8  60 264  51.6      6196 37.892 -75.155        19.35
 457.3 -24.3 -30.1  58 264  51.6      6201 37.892 -75.155        19.37
 457.0 -24.3 -30.4  57 264  51.6      6207 37.892 -75.154        19.39
 456.6 -24.3 -30.7  56 264  51.6      6214 37.892 -75.153        19.40
 456.3 -24.4 -31.0  55 264  51.6      6220 37.892 -75.153        19.42
 455.9 -24.4 -31.0  54 264  51.6      6225 37.892 -75.152        19.44
