RAOB/Space
    Balloon release date and time                	2017-02-03T18:44:12
    Station name                                 	UMBC
    Sonde type                                   	RS41-SGP
    System trademark and model                   	MW41
    Software version                             	MW41 2.2.0
    Sonde software version                       	2.2.13
    Sounding status                              	Ok

     P  Temp  Dewp  RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C   %   °   m/s         m      °       °          min
 154.1 -55.6 -87.0   1 266  52.7     13378 37.989 -74.295        41.34
 154.0 -55.6 -87.1   1 266  52.6     13384 37.989 -74.295        41.35
 153.8 -55.6 -87.1   1 266  52.5     13390 37.989 -74.294        41.37
 153.7 -55.6 -87.0   1 266  52.4     13397 37.989 -74.293        41.39
 153.5 -55.6 -87.0   1 266  52.3     13403 37.989 -74.293        41.40
 153.4 -55.7 -87.0   1 266  52.2     13408 37.989 -74.292        41.42
 153.3 -55.8 -87.1   1 266  52.1     13414 37.989 -74.292        41.44
 153.1 -55.9 -87.1   1 267  51.9     13418 37.989 -74.291        41.45
 153.0 -56.0 -87.0   1 267  51.8     13422 37.989 -74.291        41.47
 152.8 -56.1 -87.0   1 267  51.7     13429 37.989 -74.290        41.49
 152.7 -56.1 -87.0   1 267  51.5     13437 37.989 -74.289        41.50
 152.6 -56.1 -87.0   1 267  51.4     13443 37.989 -74.289        41.52
 152.4 -56.1 -87.0   1 267  51.3     13449 37.989 -74.288        41.54
 152.3 -56.2 -87.0   1 267  51.2     13456 37.989 -74.288        41.55
 152.1 -56.3 -87.1   1 267  51.0     13462 37.989 -74.287        41.57
 152.0 -56.3 -87.1   1 267  50.9     13467 37.989 -74.286        41.59
 151.8 -56.4 -87.2   1 267  50.8     13472 37.989 -74.286        41.60
 151.7 -56.4 -87.2   1 267  50.7     13478 37.989 -74.285        41.62
 151.6 -56.5 -87.3   1 267  50.5     13486 37.989 -74.285        41.64
 151.4 -56.5 -87.3   1 267  50.4     13492 37.989 -74.284        41.65
 151.3 -56.6 -87.2   1 267  50.3     13498 37.989 -74.284        41.67
 151.2 -56.6 -87.2   1 267  50.2     13502 37.989 -74.283        41.69
 151.0 -56.6 -87.1   1 267  50.1     13507 37.989 -74.282        41.70
 150.9 -56.6 -87.0   1 267  50.0     13512 37.989 -74.282        41.72
 150.8 -56.6 -87.0   1 267  49.9     13517 37.989 -74.281        41.74
 150.7 -56.7 -86.9   1 267  49.9     13522 37.989 -74.281        41.75
 150.6 -56.7 -86.9   1 267  49.8     13526 37.989 -74.280        41.77
 150.5 -56.7 -86.9   1 266  49.7     13530 37.989 -74.280        41.79
 150.4 -56.7 -86.9   1 266  49.6     13535 37.990 -74.279        41.80
 150.2 -56.7 -86.9   1 266  49.5     13539 37.990 -74.279        41.82
 150.1 -56.8 -86.9   1 266  49.4     13545 37.990 -74.278        41.84
 150.0 -56.8 -87.0   1 266  49.4     13549 37.990 -74.277        41.85
 149.9 -56.9 -87.1   1 266  49.3     13555 37.990 -74.277        41.87
 149.8 -56.9 -87.2   1 266  49.2     13560 37.990 -74.276        41.89
 149.7 -57.0 -87.3   1 266  49.2     13565 37.990 -74.276        41.90
 149.5 -57.0 -87.4   1 266  49.1     13570 37.990 -74.275        41.92
 149.4 -57.0 -87.5   1 266  49.0     13575 37.990 -74.275        41.94
 149.3 -57.0 -87.5   1 265  49.0     13580 37.990 -74.274        41.95
 149.2 -57.0 -87.6   1 265  48.9     13584 37.990 -74.274        41.97
 149.1 -56.9 -87.6   1 265  48.8     13589 37.990 -74.273        41.99
 149.0 -56.8 -87.5   1 265  48.8     13594 37.990 -74.272        42.00
 148.9 -56.7 -87.5   1 265  48.7     13599 37.990 -74.272        42.02
 148.7 -56.6 -87.5   1 265  48.7     13603 37.990 -74.271        42.04
 148.6 -56.6 -87.6   1 265  48.6     13607 37.990 -74.271        42.05
 148.5 -56.5 -87.6   1 264  48.5     13614 37.990 -74.270        42.07
 148.4 -56.5 -87.6   1 264  48.5     13619 37.990 -74.270        42.09
 148.3 -56.5 -87.7   1 264  48.4     13624 37.990 -74.269        42.10
 148.1 -56.5 -87.7   1 264  48.3     13630 37.990 -74.269        42.12
 148.0 -56.5 -87.7   1 264  48.3     13635 37.990 -74.268        42.14
 147.9 -56.5 -87.7   1 264  48.2     13639 37.990 -74.268        42.15
 147.8 -56.5 -87.7   1 263  48.2     13644 37.990 -74.267        42.17
 147.7 -56.5 -87.7   1 263  48.1     13650 37.990 -74.266        42.19
 147.5 -56.5 -87.7   1 263  48.0     13654 37.990 -74.266        42.20
 147.4 -56.5 -87.7   1 263  48.0     13658 37.990 -74.265        42.22
 147.3 -56.5 -87.7   1 263  47.9     13665 37.990 -74.265        42.24
 147.1 -56.6 -87.7   1 263  47.9     13671 37.991 -74.264        42.25
 147.0 -56.6 -87.7   1 263  47.9     13677 37.991 -74.264        42.27
 146.9 -56.7 -87.7   1 262  47.8     13685 37.991 -74.263        42.29
 146.7 -56.7 -87.8   1 262  47.8     13692 37.991 -74.263        42.30
 146.6 -56.7 -87.8   1 262  47.8     13697 37.991 -74.262        42.32
 146.5 -56.8 -87.8   1 262  47.8     13702 37.991 -74.262        42.34
 146.3 -56.8 -87.9   1 262  47.7     13707 37.991 -74.261        42.35
 146.2 -56.8 -87.9   1 262  47.7     13712 37.991 -74.261        42.37
 146.1 -56.9 -87.9   1 262  47.7     13718 37.991 -74.260        42.39
 146.0 -56.9 -87.9   1 262  47.7     13722 37.991 -74.259        42.40
 145.9 -56.9 -87.9   1 262  47.7     13727 37.991 -74.259        42.42
 145.8 -56.9 -87.9   1 262  47.7     13732 37.991 -74.258        42.44
 145.7 -56.9 -87.9   1 262  47.8     13736 37.991 -74.258        42.45
 145.5 -56.9 -87.9   1 262  47.8     13740 37.991 -74.257        42.47
 145.4 -56.8 -87.9   1 262  47.8     13746 37.991 -74.257        42.49
 145.3 -56.8 -88.0   1 262  47.8     13751 37.992 -74.256        42.50
 145.2 -56.8 -88.0   1 262  47.9     13756 37.992 -74.256        42.52
 145.1 -56.8 -88.2   1 262  47.9     13762 37.992 -74.255        42.54
 145.0 -56.9 -88.3   1 262  47.9     13766 37.992 -74.255        42.55
 144.9 -56.9 -88.4   1 262  48.0     13770 37.992 -74.254        42.57
 144.8 -57.0 -88.5   1 262  48.0     13775 37.992 -74.254        42.59
 144.7 -57.0 -88.6   1 262  48.1     13781 37.992 -74.253        42.60
 144.6 -57.0 -88.6   1 262  48.1     13785 37.992 -74.252        42.62
 144.5 -57.0 -88.6   1 262  48.1     13789 37.992 -74.252        42.64
 144.4 -57.0 -88.6   1 262  48.2     13793 37.992 -74.251        42.65
 144.3 -57.0 -88.6   1 262  48.2     13797 37.992 -74.251        42.67
 144.2 -57.0 -88.6   1 262  48.2     13801 37.992 -74.250        42.69
 144.1 -57.0 -88.5   1 262  48.3     13805 37.992 -74.250        42.70
 144.0 -57.0 -88.5   1 262  48.3     13810 37.992 -74.249        42.72
 143.8 -57.1 -88.5   1 262  48.3     13815 37.992 -74.249        42.74
 143.7 -57.1 -88.5   1 262  48.3     13821 37.993 -74.248        42.75
 143.6 -57.1 -88.5   1 263  48.4     13827 37.993 -74.248        42.77
 143.5 -57.1 -88.5   1 263  48.4     13829 37.993 -74.247        42.79
 143.4 -57.2 -88.4   1 263  48.4     13834 37.993 -74.246        42.80
 143.3 -57.2 -88.4   1 263  48.5     13839 37.993 -74.246        42.82
 143.2 -57.3 -88.5   1 263  48.5     13845 37.993 -74.245        42.84
 143.1 -57.3 -88.5   1 263  48.5     13850 37.993 -74.245        42.85
 143.0 -57.3 -88.5   1 263  48.6     13855 37.993 -74.244        42.87
 142.9 -57.3 -88.5   1 263  48.6     13859 37.993 -74.244        42.89
 142.8 -57.4 -88.6   1 263  48.6     13863 37.993 -74.243        42.90
 142.7 -57.4 -88.6   1 263  48.7     13867 37.993 -74.243        42.92
 142.6 -57.4 -88.6   1 264  48.7     13873 37.993 -74.242        42.94
 142.4 -57.4 -88.7   1 264  48.8     13877 37.993 -74.242        42.95
 142.3 -57.4 -88.7   1 264  48.8     13882 37.993 -74.241        42.97
 142.2 -57.4 -88.8   1 264  48.9     13887 37.993 -74.240        42.99
 142.1 -57.5 -88.8   1 264  48.9     13893 37.993 -74.240        43.00
 142.0 -57.5 -88.9   1 264  49.0     13897 37.993 -74.239        43.02
 141.9 -57.6 -88.9   1 264  49.0     13901 37.993 -74.239        43.04
 141.8 -57.6 -88.9   1 264  49.1     13907 37.993 -74.238        43.05
 141.7 -57.6 -88.9   1 264  49.1     13911 37.993 -74.238        43.07
 141.6 -57.6 -88.8   1 265  49.2     13917 37.993 -74.237        43.09
 141.5 -57.6 -88.8   1 265  49.2     13922 37.993 -74.237        43.10
 141.3 -57.6 -88.7   1 265  49.3     13926 37.994 -74.236        43.12
 141.2 -57.6 -88.6   1 265  49.3     13931 37.994 -74.235        43.14
 141.1 -57.6 -88.6   1 265  49.3     13936 37.994 -74.235        43.15
 141.0 -57.7 -88.6   1 265  49.4     13942 37.994 -74.234        43.17
 140.9 -57.8 -88.5   1 265  49.4     13947 37.994 -74.234        43.19
 140.8 -57.8 -88.6   1 265  49.4     13951 37.994 -74.233        43.20
 140.7 -57.9 -88.6   1 265  49.4     13957 37.994 -74.233        43.22
 140.6 -57.9 -88.6   1 265  49.4     13961 37.994 -74.232        43.24
 140.5 -57.9 -88.6   1 265  49.3     13966 37.994 -74.232        43.25
 140.3 -57.9 -88.6   1 265  49.3     13971 37.994 -74.231        43.27
 140.2 -57.9 -88.6   1 265  49.3     13976 37.994 -74.230        43.29
 140.1 -57.9 -88.7   1 265  49.2     13980 37.994 -74.230        43.30
 140.0 -57.9 -88.7   1 266  49.1     13985 37.994 -74.229        43.32
 139.9 -57.9 -88.7   1 266  49.1     13990 37.994 -74.229        43.34
 139.8 -57.8 -88.8   1 266  49.0     13994 37.994 -74.228        43.35
 139.7 -57.8 -88.8   1 266  48.9     13998 37.994 -74.228        43.37
 139.6 -57.7 -88.8   1 266  48.8     14003 37.994 -74.227        43.39
 139.5 -57.7 -88.8   1 265  48.7     14009 37.994 -74.226        43.40
 139.4 -57.7 -88.7   1 265  48.6     14015 37.994 -74.226        43.42
 139.3 -57.6 -88.7   1 265  48.5     14020 37.994 -74.225        43.44
 139.2 -57.5 -88.6   1 265  48.4     14025 37.994 -74.225        43.45
 139.0 -57.4 -88.5   1 265  48.2     14030 37.994 -74.224        43.47
 138.9 -57.4 -88.4   1 265  48.1     14034 37.994 -74.224        43.49
 138.8 -57.4 -88.4   1 265  48.0     14039 37.994 -74.223        43.50
 138.7 -57.3 -88.4   1 265  47.8     14045 37.994 -74.223        43.52
 138.6 -57.4 -88.3   1 265  47.7     14049 37.994 -74.222        43.54
 138.5 -57.4 -88.4   1 265  47.5     14055 37.994 -74.222        43.55
 138.4 -57.4 -88.4   1 265  47.4     14061 37.994 -74.221        43.57
 138.3 -57.5 -88.4   1 265  47.3     14064 37.994 -74.220        43.59
 138.2 -57.5 -88.5   1 265  47.1     14070 37.995 -74.220        43.60
 138.1 -57.6 -88.5   1 264  46.9     14076 37.995 -74.219        43.62
 137.9 -57.6 -88.5   1 264  46.8     14081 37.995 -74.219        43.64
 137.8 -57.6 -88.5   1 264  46.6     14085 37.995 -74.218        43.65
 137.7 -57.6 -88.5   1 264  46.5     14089 37.995 -74.218        43.67
 137.6 -57.6 -88.5   1 264  46.3     14096 37.995 -74.217        43.69
 137.5 -57.7 -88.5   1 264  46.2     14100 37.995 -74.217        43.70
 137.4 -57.7 -88.5   1 264  46.0     14104 37.995 -74.216        43.72
 137.3 -57.7 -88.5   1 264  45.8     14108 37.995 -74.216        43.74
 137.2 -57.7 -88.6   1 264  45.7     14114 37.995 -74.215        43.75
 137.1 -57.8 -88.6   1 263  45.5     14118 37.995 -74.215        43.77
 137.0 -57.8 -88.6   1 263  45.3     14125 37.995 -74.214        43.79
 136.9 -57.8 -88.7   1 263  45.2     14131 37.995 -74.214        43.80
 136.7 -57.9 -88.7   1 263  45.0     14135 37.995 -74.213        43.82
 136.6 -57.9 -88.7   1 263  44.8     14140 37.995 -74.213        43.84
 136.5 -57.9 -88.8   1 263  44.7     14146 37.995 -74.212        43.85
 136.4 -57.9 -88.8   1 263  44.5     14151 37.995 -74.212        43.87
 136.3 -57.9 -88.8   1 263  44.3     14157 37.995 -74.211        43.89
 136.2 -57.9 -88.9   1 263  44.2     14162 37.995 -74.211        43.90
 136.1 -57.9 -88.9   1 263  44.0     14167 37.995 -74.210        43.92
 135.9 -57.9 -88.9   1 263  43.9     14172 37.995 -74.210        43.94
 135.8 -57.9 -89.0   1 263  43.7     14178 37.996 -74.209        43.95
 135.7 -57.9 -89.0   1 262  43.6     14182 37.996 -74.209        43.97
 135.6 -57.9 -89.0   1 262  43.4     14187 37.996 -74.208        43.99
 135.5 -57.9 -89.0   1 262  43.3     14192 37.996 -74.208        44.00
 135.4 -57.9 -88.9   1 262  43.2     14197 37.996 -74.207        44.02
 135.3 -57.9 -88.9   1 262  43.0     14202 37.996 -74.207        44.04
 135.2 -57.9 -88.9   1 262  42.9     14208 37.996 -74.206        44.05
 135.1 -58.0 -88.9   1 262  42.8     14213 37.996 -74.206        44.07
 135.0 -58.0 -88.9   1 262  42.7     14218 37.996 -74.205        44.09
 134.8 -58.0 -88.8   1 262  42.5     14224 37.996 -74.205        44.10
 134.7 -58.1 -88.8   1 262  42.4     14229 37.996 -74.204        44.12
 134.6 -58.1 -88.7   1 262  42.3     14233 37.996 -74.204        44.14
 134.5 -58.1 -88.6   1 262  42.2     14238 37.996 -74.203        44.15
 134.4 -58.2 -88.5   1 262  42.1     14244 37.996 -74.203        44.17
 134.3 -58.2 -88.5   1 262  42.1     14249 37.996 -74.202        44.19
 134.2 -58.3 -88.4   1 262  42.0     14254 37.996 -74.202        44.20
 134.1 -58.3 -88.3   1 261  41.9     14258 37.996 -74.202        44.22
 134.0 -58.3 -88.2   1 261  41.8     14263 37.996 -74.201        44.24
 133.9 -58.3 -88.2   1 261  41.7     14269 37.997 -74.201        44.25
 133.8 -58.3 -88.1   1 261  41.6     14274 37.997 -74.200        44.27
 133.7 -58.4 -88.1   1 261  41.6     14279 37.997 -74.200        44.29
 133.6 -58.4 -88.1   1 261  41.5     14284 37.997 -74.199        44.30
 133.5 -58.4 -88.1   1 261  41.4     14288 37.997 -74.199        44.32
 133.4 -58.5 -88.1   1 261  41.3     14293 37.997 -74.198        44.34
 133.3 -58.5 -88.2   1 261  41.2     14297 37.997 -74.198        44.35
 133.2 -58.5 -88.2   1 261  41.2     14303 37.997 -74.197        44.37
 133.1 -58.6 -88.2   1 261  41.1     14307 37.997 -74.197        44.39
 132.9 -58.6 -88.3   1 260  41.0     14313 37.997 -74.196        44.40
 132.8 -58.6 -88.3   1 260  41.0     14318 37.997 -74.196        44.42
 132.7 -58.6 -88.3   1 260  40.9     14322 37.997 -74.196        44.44
 132.6 -58.6 -88.4   1 260  40.8     14326 37.997 -74.195        44.45
 132.5 -58.6 -88.4   1 260  40.8     14332 37.997 -74.195        44.47
 132.4 -58.7 -88.5   1 260  40.7     14337 37.997 -74.194        44.49
 132.3 -58.7 -88.6   1 260  40.7     14341 37.997 -74.194        44.50
 132.2 -58.8 -88.7   1 260  40.6     14347 37.997 -74.193        44.52
 132.1 -58.8 -88.7   1 260  40.5     14351 37.998 -74.193        44.54
 132.0 -58.8 -88.8   1 260  40.5     14355 37.998 -74.192        44.55
 131.9 -58.8 -88.7   1 259  40.5     14359 37.998 -74.192        44.57
 131.8 -58.8 -88.7   1 259  40.4     14364 37.998 -74.191        44.59
 131.7 -58.8 -88.7   1 259  40.4     14369 37.998 -74.191        44.60
 131.6 -58.8 -88.7   1 259  40.3     14374 37.998 -74.191        44.62
 131.5 -58.8 -88.6   1 259  40.3     14380 37.998 -74.190        44.64
 131.4 -58.8 -88.6   1 259  40.3     14385 37.998 -74.190        44.65
 131.3 -58.8 -88.5   1 259  40.3     14388 37.998 -74.189        44.67
 131.2 -58.8 -88.5   1 259  40.2     14394 37.998 -74.189        44.69
 131.1 -58.8 -88.4   1 258  40.2     14400 37.998 -74.188        44.70
 131.0 -58.8 -88.4   1 258  40.2     14404 37.998 -74.188        44.72
 130.9 -58.9 -88.4   1 258  40.2     14409 37.998 -74.187        44.74
 130.8 -58.9 -88.4   1 258  40.2     14413 37.998 -74.187        44.75
 130.7 -58.9 -88.4   1 258  40.2     14418 37.999 -74.187        44.77
 130.6 -59.0 -88.4   1 258  40.2     14423 37.999 -74.186        44.79
 130.5 -59.0 -88.4   1 258  40.2     14428 37.999 -74.186        44.80
 130.4 -59.0 -88.4   1 258  40.2     14433 37.999 -74.185        44.82
 130.3 -58.9 -88.4   1 258  40.2     14438 37.999 -74.185        44.84
 130.2 -58.9 -88.3   1 258  40.3     14443 37.999 -74.184        44.85
 130.1 -58.9 -88.3   1 258  40.3     14447 37.999 -74.184        44.87
 130.0 -58.9 -88.3   1 258  40.3     14451 37.999 -74.183        44.89
 129.9 -58.9 -88.4   1 257  40.4     14456 37.999 -74.183        44.90
 129.8 -58.9 -88.4   1 257  40.4     14460 37.999 -74.183        44.92
 129.7 -58.9 -88.4   1 257  40.5     14466 37.999 -74.182        44.94
 129.6 -59.0 -88.5   1 257  40.5     14471 37.999 -74.182        44.95
 129.5 -59.0 -88.5   1 257  40.6     14476 37.999 -74.181        44.97
 129.4 -59.0 -88.5   1 257  40.7     14482 38.000 -74.181        44.99
 129.3 -59.1 -88.5   1 257  40.8     14486 38.000 -74.180        45.00
 129.2 -59.1 -88.5   1 257  40.9     14491 38.000 -74.180        45.02
 129.1 -59.0 -88.5   1 258  41.0     14496 38.000 -74.179        45.04
 129.0 -59.0 -88.4   1 258  41.1     14500 38.000 -74.179        45.05
 128.9 -58.9 -88.3   1 258  41.2     14506 38.000 -74.179        45.07
 128.8 -58.8 -88.2   1 258  41.3     14511 38.000 -74.178        45.09
 128.7 -58.7 -88.1   1 258  41.4     14515 38.000 -74.178        45.10
 128.6 -58.7 -88.0   1 258  41.5     14520 38.000 -74.177        45.12
 128.5 -58.7 -88.0   1 258  41.7     14525 38.000 -74.177        45.14
 128.4 -58.7 -88.0   1 258  41.8     14529 38.000 -74.176        45.15
 128.3 -58.7 -88.0   1 258  41.9     14535 38.000 -74.176        45.17
 128.2 -58.8 -88.0   1 258  42.0     14540 38.001 -74.175        45.19
 128.0 -58.8 -88.0   1 258  42.2     14546 38.001 -74.175        45.20
 127.9 -58.9 -88.1   1 258  42.3     14552 38.001 -74.174        45.22
 127.8 -58.9 -88.1   1 258  42.4     14561 38.001 -74.174        45.24
 127.7 -59.0 -88.2   1 259  42.5     14570 38.001 -74.174        45.25
 127.5 -59.0 -88.3   1 259  42.6     14577 38.001 -74.173        45.27
 127.4 -59.0 -88.4   1 259  42.7     14580 38.001 -74.172        45.29
 127.3 -59.0 -88.5   1 259  42.7     14584 38.001 -74.172        45.30
 127.2 -59.0 -88.5   1 259  42.8     14588 38.001 -74.171        45.32
 127.1 -58.9 -88.5   1 259  42.9     14593 38.001 -74.171        45.34
 127.0 -58.8 -88.5   1 259  42.9     14598 38.001 -74.170        45.35
 126.9 -58.7 -88.5   1 259  42.9     14604 38.001 -74.170        45.37
 126.8 -58.6 -88.5   1 259  42.9     14607 38.001 -74.169        45.39
 126.7 -58.5 -88.5   1 259  42.9     14612 38.001 -74.169        45.40
 126.6 -58.5 -88.4   1 259  42.9     14617 38.002 -74.169        45.42
 126.5 -58.5 -88.4   1 259  42.9     14622 38.002 -74.168        45.44
 126.5 -58.4 -88.3   1 259  42.9     14626 38.002 -74.168        45.45
 126.4 -58.4 -88.2   1 259  42.8     14630 38.002 -74.167        45.47
 126.3 -58.4 -88.2   1 259  42.8     14636 38.002 -74.167        45.49
 126.2 -58.3 -88.1   1 259  42.7     14641 38.002 -74.166        45.50
 126.1 -58.3 -88.0   1 259  42.6     14647 38.002 -74.166        45.52
 126.0 -58.3 -88.0   1 259  42.6     14651 38.002 -74.165        45.54
 125.9 -58.4 -88.0   1 259  42.5     14655 38.002 -74.165        45.55
 125.8 -58.4 -88.0   1 259  42.4     14659 38.002 -74.164        45.57
 125.7 -58.4 -88.0   1 259  42.3     14665 38.002 -74.164        45.59
 125.6 -58.4 -88.0   1 259  42.3     14669 38.002 -74.163        45.60
 125.5 -58.4 -87.9   1 259  42.2     14675 38.002 -74.163        45.62
 125.4 -58.4 -87.9   1 259  42.1     14680 38.002 -74.162        45.64
 125.3 -58.4 -87.9   1 259  42.1     14684 38.003 -74.162        45.65
 125.2 -58.4 -87.9   1 258  42.0     14690 38.003 -74.161        45.67
 125.1 -58.5 -87.9   1 258  42.0     14694 38.003 -74.161        45.69
 125.0 -58.5 -87.9   1 258  42.0     14698 38.003 -74.160        45.70
 124.9 -58.5 -87.9   1 258  42.0     14703 38.003 -74.160        45.72
 124.8 -58.5 -87.9   1 258  42.0     14710 38.003 -74.160        45.74
 124.7 -58.5 -87.8   1 258  42.0     14714 38.003 -74.159        45.75
 124.6 -58.5 -87.8   1 258  42.0     14718 38.003 -74.159        45.77
 124.5 -58.5 -87.7   1 258  42.1     14724 38.003 -74.158        45.79
 124.4 -58.5 -87.7   1 258  42.1     14729 38.003 -74.158        45.80
 124.3 -58.5 -87.7   1 258  42.2     14734 38.003 -74.157        45.82
 124.2 -58.5 -87.6   1 258  42.3     14739 38.003 -74.157        45.84
 124.1 -58.4 -87.6   1 258  42.3     14744 38.004 -74.156        45.85
 124.0 -58.3 -87.5   1 258  42.4     14749 38.004 -74.156        45.87
 123.9 -58.3 -87.5   1 258  42.5     14753 38.004 -74.155        45.89
 123.8 -58.3 -87.5   1 258  42.6     14759 38.004 -74.155        45.90
 123.7 -58.3 -87.5   1 258  42.7     14763 38.004 -74.155        45.92
 123.6 -58.3 -87.6   1 258  42.8     14768 38.004 -74.154        45.94
 123.5 -58.4 -87.6   1 259  42.9     14774 38.004 -74.154        45.95
 123.4 -58.4 -87.7   1 259  43.0     14780 38.004 -74.153        45.97
 123.3 -58.4 -87.8   1 259  43.1     14785 38.004 -74.153        45.99
 123.2 -58.4 -87.9   1 259  43.2     14789 38.004 -74.152        46.00
 123.1 -58.4 -88.0   1 259  43.3     14795 38.004 -74.152        46.02
 123.0 -58.4 -88.1   1 260  43.4     14800 38.004 -74.151        46.04
 122.9 -58.4 -88.2   1 260  43.5     14805 38.005 -74.151        46.05
 122.8 -58.3 -88.2   1 260  43.5     14810 38.005 -74.150        46.07
 122.7 -58.2 -88.3   1 260  43.6     14816 38.005 -74.150        46.09
 122.6 -58.1 -88.3   1 261  43.7     14820 38.005 -74.149        46.10
 122.5 -58.0 -88.3   1 261  43.7     14825 38.005 -74.149        46.12
 122.4 -57.9 -88.4   1 261  43.8     14830 38.005 -74.148        46.14
 122.3 -57.9 -88.4   1 261  43.8     14835 38.005 -74.148        46.15
 122.2 -57.8 -88.4   1 262  43.8     14839 38.005 -74.147        46.17
 122.1 -57.8 -88.4   1 262  43.9     14845 38.005 -74.147        46.19
 122.0 -57.8 -88.5   1 262  43.9     14850 38.005 -74.146        46.20
 122.0 -57.8 -88.5   1 262  43.9     14854 38.005 -74.146        46.22
 121.9 -57.8 -88.5   1 263  43.9     14859 38.005 -74.145        46.24
 121.8 -57.8 -88.5   1 263  43.9     14865 38.005 -74.145        46.25
 121.7 -57.7 -88.5   1 263  43.9     14868 38.005 -74.144        46.27
 121.6 -57.6 -88.4   1 263  43.9     14873 38.005 -74.144        46.29
 121.5 -57.5 -88.4   1 263  43.9     14878 38.005 -74.143        46.30
 121.4 -57.4 -88.3   1 264  43.9     14883 38.005 -74.143        46.32
 121.3 -57.3 -88.3   1 264  43.9     14888 38.005 -74.142        46.34
 121.2 -57.3 -88.2   1 264  44.0     14894 38.005 -74.142        46.35
 121.1 -57.2 -88.2   1 264  44.0     14898 38.005 -74.141        46.37
 121.0 -57.1 -88.2   1 264  44.0     14903 38.005 -74.141        46.39
 120.9 -57.1 -88.2   1 264  44.0     14907 38.006 -74.140        46.40
 120.8 -57.1 -88.2   1 264  44.0     14912 38.006 -74.140        46.42
 120.7 -57.1 -88.3   1 264  44.0     14917 38.006 -74.139        46.44
 120.6 -57.1 -88.3   1 264  44.0     14923 38.006 -74.139        46.45
 120.6 -57.1 -88.3   1 264  44.1     14927 38.006 -74.138        46.47
 120.5 -57.1 -88.4   1 264  44.1     14932 38.006 -74.138        46.49
 120.4 -57.1 -88.3   1 264  44.1     14937 38.006 -74.137        46.50
 120.3 -57.1 -88.3   1 264  44.2     14943 38.006 -74.137        46.52
 120.2 -57.1 -88.4   1 264  44.2     14946 38.006 -74.136        46.54
 120.1 -57.1 -88.4   1 264  44.2     14951 38.006 -74.136        46.55
 120.0 -57.2 -88.4   1 264  44.3     14956 38.006 -74.135        46.57
 119.9 -57.3 -88.4   1 264  44.3     14963 38.006 -74.135        46.59
 119.8 -57.3 -88.4   1 264  44.4     14967 38.006 -74.134        46.60
 119.7 -57.4 -88.4   1 264  44.4     14972 38.006 -74.134        46.62
 119.6 -57.4 -88.4   1 264  44.5     14977 38.006 -74.133        46.64
 119.5 -57.5 -88.4   1 264  44.5     14981 38.006 -74.133        46.65
 119.4 -57.5 -88.3   1 264  44.6     14986 38.006 -74.132        46.67
 119.3 -57.5 -88.3   1 264  44.6     14992 38.006 -74.132        46.69
 119.2 -57.5 -88.3   1 264  44.7     14998 38.006 -74.131        46.70
 119.1 -57.6 -88.2   1 264  44.8     15003 38.006 -74.131        46.72
 119.0 -57.6 -88.2   1 264  44.8     15007 38.006 -74.130        46.74
 119.0 -57.7 -88.2   1 264  44.9     15013 38.006 -74.130        46.75
 118.9 -57.7 -88.1   1 264  45.0     15016 38.006 -74.129        46.77
 118.8 -57.8 -88.1   1 264  45.0     15021 38.006 -74.129        46.79
 118.7 -57.8 -88.0   1 264  45.1     15025 38.006 -74.128        46.80
 118.6 -57.8 -88.0   1 264  45.2     15030 38.006 -74.128        46.82
 118.5 -57.9 -87.9   1 264  45.2     15035 38.007 -74.127        46.84
 118.4 -57.9 -87.8   1 264  45.3     15041 38.007 -74.127        46.85
 118.3 -57.8 -87.8   1 264  45.4     15046 38.007 -74.126        46.87
 118.2 -57.8 -87.7   1 265  45.5     15051 38.007 -74.126        46.89
 118.1 -57.8 -87.7   1 265  45.5     15056 38.007 -74.125        46.90
 118.0 -57.8 -87.6   1 265  45.6     15062 38.007 -74.125        46.92
 117.9 -57.9 -87.6   1 265  45.6     15065 38.007 -74.124        46.94
 117.8 -57.9 -87.6   1 265  45.7     15071 38.007 -74.124        46.95
 117.8 -57.9 -87.6   1 265  45.8     15075 38.007 -74.123        46.97
 117.7 -57.9 -87.6   1 265  45.8     15081 38.007 -74.123        46.99
 117.6 -57.9 -87.6   1 265  45.9     15086 38.007 -74.122        47.00
 117.5 -57.9 -87.6   1 265  45.9     15090 38.007 -74.121        47.02
 117.4 -57.9 -87.7   1 265  45.9     15094 38.007 -74.121        47.04
 117.3 -57.9 -87.7   1 265  46.0     15100 38.007 -74.120        47.05
 117.2 -58.0 -87.8   1 265  46.0     15105 38.007 -74.120        47.07
 117.1 -58.0 -87.8   1 265  46.0     15109 38.007 -74.119        47.09
 117.0 -58.0 -87.9   1 265  46.1     15113 38.007 -74.119        47.10
 117.0 -57.9 -87.9   1 265  46.1     15118 38.007 -74.118        47.12
 116.9 -57.9 -87.9   1 265  46.1     15123 38.007 -74.118        47.14
 116.8 -57.9 -87.9   1 265  46.1     15127 38.007 -74.117        47.15
 116.7 -57.9 -87.9   1 265  46.1     15130 38.007 -74.117        47.17
 116.6 -57.9 -87.9   1 265  46.1     15136 38.007 -74.116        47.19
 116.5 -57.9 -87.8   1 265  46.1     15142 38.007 -74.116        47.20
 116.4 -57.9 -87.8   1 265  46.1     15146 38.007 -74.115        47.22
