RAOB/Space
    Balloon release date and time                	2017-02-07T14:19:19
    Station name                                 	WALL
    Sonde type                                   	RS41-SGP
    System trademark and model                   	
    Software version                             	MW41 2.4.0
    Sonde software version                       	2.2.11
    Sounding status                              	Ok

     P  Temp  Dewp RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C  %   °   m/s         m      °       °          min
1005.9   4.7  -4.8 50 193   1.1        88 38.974 -77.484         0.00
1005.5   4.6  -4.4 52 210   1.4        92 38.973 -77.487         0.01
1005.1   4.8  -4.6 51 215   1.8        95 38.973 -77.488         0.03
1004.5   4.8  -4.6 50 217   2.0       100 38.973 -77.488         0.04
1003.7   4.8  -4.8 50 217   2.2       106 38.973 -77.488         0.06
1002.9   4.8  -4.9 49 217   2.4       113 38.973 -77.488         0.08
1002.4   4.8  -5.0 49 217   2.5       117 38.973 -77.488         0.09
1001.8   4.7  -5.1 49 217   2.7       123 38.973 -77.488         0.11
1001.2   4.7  -5.2 49 217   2.9       128 38.973 -77.488         0.13
1000.6   4.6  -5.2 49 217   3.1       131 38.973 -77.488         0.14
1000.0   4.6  -5.3 49 218   3.2       136 38.973 -77.488         0.16
 999.4   4.6  -5.4 48 218   3.4       141 38.973 -77.488         0.18
 998.8   4.6  -5.5 48 218   3.6       146 38.973 -77.488         0.19
 998.2   4.6  -5.6 47 219   3.7       152 38.973 -77.488         0.21
 997.7   4.6  -5.7 47 220   3.9       157 38.974 -77.488         0.23
 997.1   4.5  -5.7 47 220   4.0       161 38.974 -77.488         0.24
 996.6   4.5  -5.7 48 221   4.1       165 38.974 -77.488         0.26
 996.0   4.4  -5.6 48 222   4.2       170 38.974 -77.488         0.28
 995.5   4.4  -5.7 48 223   4.4       173 38.974 -77.488         0.29
 995.0   4.4  -5.8 48 223   4.4       177 38.974 -77.487         0.31
 994.4   4.4  -5.8 47 224   4.5       182 38.974 -77.487         0.33
 993.9   4.4  -5.9 47 226   4.6       186 38.974 -77.487         0.34
 993.4   4.4  -5.9 47 227   4.7       191 38.974 -77.487         0.36
 992.8   4.4  -6.0 47 228   4.7       194 38.974 -77.487         0.38
 992.3   4.3  -6.1 47 229   4.8       199 38.974 -77.487         0.39
 991.7   4.3  -6.1 47 231   4.8       204 38.974 -77.487         0.41
 991.2   4.3  -6.2 46 232   4.8       209 38.974 -77.487         0.43
 990.6   4.4  -6.3 46 233   4.9       214 38.974 -77.487         0.44
 990.1   4.4  -6.4 45 235   4.9       219 38.974 -77.487         0.46
 989.5   4.4  -6.4 45 236   4.9       222 38.974 -77.487         0.48
 989.0   4.4  -6.6 45 238   4.9       228 38.974 -77.487         0.49
 988.4   4.5  -6.9 43 240   4.9       231 38.974 -77.487         0.51
 987.9   4.7  -7.3 42 241   4.9       236 38.974 -77.487         0.53
 987.4   5.2  -7.5 39 243   4.9       240 38.974 -77.487         0.54
 986.9   5.6  -7.7 38 245   4.9       244 38.974 -77.487         0.56
 986.3   5.8  -7.8 37 247   5.0       248 38.974 -77.487         0.58
 985.8   5.9  -7.8 37 249   5.0       252 38.974 -77.487         0.59
 985.2   5.9  -7.8 37 250   5.0       258 38.974 -77.487         0.61
 984.7   6.0  -7.8 37 252   5.0       262 38.974 -77.487         0.63
 984.1   6.0  -7.8 36 254   5.0       267 38.974 -77.486         0.64
 983.6   6.1  -7.8 36 256   5.0       272 38.974 -77.486         0.66
 983.0   6.2  -7.9 36 257   5.1       276 38.974 -77.486         0.68
 982.5   6.3  -8.0 35 259   5.1       281 38.974 -77.486         0.69
 982.0   6.4  -8.2 34 261   5.2       285 38.974 -77.486         0.71
 981.4   6.7  -8.3 33 262   5.2       290 38.974 -77.486         0.73
 980.9   7.0  -8.5 32 264   5.3       294 38.974 -77.486         0.74
 980.4   7.4  -8.5 31 265   5.4       297 38.974 -77.486         0.76
 979.9   7.7  -8.6 30 266   5.4       303 38.974 -77.486         0.78
 979.3   7.9  -8.6 30 267   5.5       307 38.974 -77.486         0.79
 978.8   7.9  -8.6 30 268   5.6       312 38.974 -77.486         0.81
 978.3   7.9  -8.6 30 269   5.8       316 38.974 -77.486         0.83
 977.8   7.9  -8.7 30 270   5.9       321 38.974 -77.486         0.84
 977.3   8.1  -8.7 29 270   6.0       324 38.974 -77.486         0.86
 976.7   8.3  -8.6 29 271   6.2       328 38.974 -77.486         0.88
 976.2   8.5  -8.5 29 271   6.3       333 38.974 -77.486         0.89
 975.7   8.7  -8.3 29 271   6.5       338 38.974 -77.486         0.91
 975.2   8.9  -8.2 29 272   6.6       341 38.974 -77.485         0.93
 974.6   9.0  -8.3 29 272   6.8       347 38.974 -77.485         0.94
 974.1   9.0  -8.4 28 272   7.0       351 38.974 -77.485         0.96
 973.6   9.0  -8.4 28 272   7.2       356 38.974 -77.485         0.98
 973.0   9.1  -8.5 28 271   7.3       360 38.974 -77.485         0.99
 972.4   9.1  -8.6 28 271   7.5       364 38.974 -77.485         1.01
 971.8   9.2  -8.6 28 271   7.7       370 38.974 -77.485         1.03
 971.2   9.2  -8.7 27 271   7.9       376 38.974 -77.485         1.04
 970.6   9.3  -8.8 27 270   8.0       382 38.974 -77.485         1.06
 969.9   9.4  -9.0 26 270   8.2       387 38.974 -77.485         1.08
 969.3   9.5  -9.3 25 270   8.4       393 38.974 -77.485         1.09
 968.7   9.9  -9.5 24 269   8.5       397 38.974 -77.484         1.11
 968.1  10.2  -9.6 24 269   8.6       403 38.974 -77.484         1.13
 967.5  10.2  -9.7 24 269   8.8       409 38.974 -77.484         1.14
 966.9  10.1  -9.6 24 269   8.9       413 38.974 -77.484         1.16
 966.3  10.1  -9.6 24 268   9.0       418 38.974 -77.484         1.18
 965.8  10.0  -9.5 24 268   9.0       423 38.974 -77.484         1.19
 965.2   9.9  -9.4 25 268   9.1       427 38.974 -77.484         1.21
 964.7   9.9  -9.4 25 267   9.1       432 38.974 -77.484         1.23
 964.2   9.8  -9.4 25 267   9.2       437 38.974 -77.484         1.24
 963.7   9.8  -9.4 25 267   9.2       441 38.974 -77.483         1.26
 963.2   9.7  -9.4 25 267   9.2       444 38.974 -77.483         1.28
 962.7   9.7  -9.5 25 266   9.1       448 38.974 -77.483         1.29
 962.2   9.7  -9.5 25 266   9.1       453 38.974 -77.483         1.31
 961.7   9.6  -9.5 25 266   9.1       456 38.974 -77.483         1.33
 961.2   9.6  -9.5 25 265   9.0       462 38.974 -77.483         1.34
 960.6   9.6  -9.5 25 265   9.0       467 38.974 -77.483         1.36
 960.1   9.5  -9.6 25 265   8.9       472 38.974 -77.483         1.38
 959.6   9.5  -9.6 25 264   8.8       475 38.974 -77.482         1.39
 959.1   9.4  -9.6 25 264   8.7       479 38.974 -77.482         1.41
 958.6   9.4  -9.6 25 264   8.7       484 38.974 -77.482         1.43
 958.1   9.4  -9.6 25 263   8.6       488 38.974 -77.482         1.44
 957.6   9.3  -9.6 25 263   8.5       493 38.974 -77.482         1.46
 957.1   9.3  -9.7 25 263   8.5       498 38.974 -77.482         1.48
 956.6   9.2  -9.7 25 263   8.4       501 38.974 -77.482         1.49
 956.1   9.2  -9.7 25 262   8.4       506 38.974 -77.482         1.51
 955.6   9.2  -9.7 25 262   8.4       510 38.974 -77.482         1.53
 955.0   9.1  -9.7 25 262   8.3       515 38.974 -77.482         1.54
 954.5   9.1  -9.7 26 262   8.3       518 38.974 -77.482         1.56
 954.0   9.0  -9.6 26 262   8.3       524 38.974 -77.482         1.58
 953.5   9.0  -9.6 26 262   8.3       529 38.974 -77.481         1.59
 953.0   9.0  -9.7 26 262   8.4       534 38.975 -77.481         1.61
 952.4   8.9  -9.8 26 262   8.4       537 38.975 -77.481         1.63
 951.9   8.9  -9.8 25 262   8.4       542 38.975 -77.481         1.64
 951.4   8.8  -9.8 26 263   8.5       546 38.975 -77.481         1.66
 950.9   8.8  -9.8 26 263   8.6       551 38.975 -77.481         1.68
 950.4   8.8  -9.8 26 264   8.7       555 38.975 -77.481         1.69
 949.9   8.7  -9.8 26 264   8.8       560 38.975 -77.481         1.71
 949.3   8.7  -9.8 26 265   8.9       565 38.975 -77.481         1.73
 948.8   8.7  -9.9 26 266   9.0       569 38.975 -77.481         1.74
 948.3   8.6  -9.9 26 266   9.1       573 38.975 -77.481         1.76
 947.8   8.6  -9.9 26 267   9.2       578 38.975 -77.480         1.78
 947.2   8.5  -9.9 26 268   9.3       582 38.975 -77.480         1.79
 946.7   8.5  -9.9 26 268   9.4       587 38.975 -77.480         1.81
 946.2   8.5  -9.9 26 269   9.6       593 38.975 -77.480         1.83
 945.6   8.4  -9.9 26 270   9.7       597 38.975 -77.480         1.84
 945.1   8.4  -9.9 26 270   9.8       602 38.975 -77.480         1.86
 944.6   8.3 -10.0 26 271   9.9       605 38.975 -77.480         1.88
 944.0   8.3 -10.0 26 271  10.0       611 38.975 -77.480         1.89
 943.5   8.3 -10.1 26 272  10.2       615 38.975 -77.479         1.91
 943.0   8.2 -10.1 26 272  10.3       620 38.975 -77.479         1.93
 942.5   8.2 -10.2 26 272  10.3       624 38.975 -77.479         1.94
 941.9   8.2 -10.2 26 272  10.4       629 38.975 -77.479         1.96
 941.4   8.1 -10.2 26 272  10.5       634 38.975 -77.479         1.98
 940.9   8.1 -10.3 26 272  10.5       639 38.975 -77.479         1.99
 940.4   8.1 -10.3 26 272  10.6       643 38.975 -77.479         2.01
 939.9   8.1 -10.3 26 272  10.6       647 38.975 -77.479         2.03
 939.4   8.0 -10.3 26 272  10.6       651 38.975 -77.478         2.04
 939.0   8.0 -10.3 26 272  10.6       655 38.975 -77.478         2.06
 938.5   8.0 -10.3 26 271  10.6       659 38.975 -77.478         2.08
 938.0   8.0 -10.4 26 271  10.6       663 38.974 -77.478         2.09
 937.5   7.9 -10.4 26 271  10.6       668 38.974 -77.478         2.11
 937.0   7.9 -10.4 26 270  10.5       673 38.974 -77.478         2.13
 936.4   7.8 -10.4 26 269  10.5       677 38.974 -77.478         2.14
 935.9   7.8 -10.4 26 269  10.4       681 38.974 -77.478         2.16
 935.4   7.7 -10.3 26 268  10.3       686 38.974 -77.477         2.18
 934.9   7.7 -10.4 26 267  10.2       691 38.974 -77.477         2.19
 934.3   7.7 -10.4 27 267  10.1       696 38.974 -77.477         2.21
 933.8   7.6 -10.4 27 266  10.1       700 38.975 -77.477         2.23
 933.3   7.6 -10.4 27 265  10.0       705 38.975 -77.477         2.24
 932.7   7.6 -10.4 27 264   9.9       710 38.975 -77.477         2.26
 932.2   7.5 -10.4 27 264   9.8       714 38.975 -77.477         2.28
 931.7   7.5 -10.4 27 263   9.7       719 38.975 -77.477         2.29
 931.1   7.4 -10.4 27 262   9.6       724 38.975 -77.476         2.31
 930.6   7.4 -10.3 27 261   9.5       729 38.975 -77.476         2.33
 930.0   7.3 -10.3 27 261   9.5       734 38.975 -77.476         2.34
 929.5   7.3 -10.3 27 260   9.4       738 38.975 -77.476         2.36
 929.0   7.3 -10.2 27 260   9.4       743 38.975 -77.476         2.38
 928.5   7.3 -10.2 28 259   9.4       748 38.975 -77.476         2.39
 928.0   7.2 -10.2 28 259   9.3       752 38.975 -77.476         2.41
 927.5   7.2 -10.1 28 258   9.3       757 38.975 -77.476         2.43
 927.0   7.2 -10.1 28 258   9.4       761 38.975 -77.476         2.44
 926.5   7.1 -10.1 28 258   9.4       765 38.975 -77.476         2.46
 925.9   7.1 -10.1 28 258   9.4       770 38.975 -77.476         2.48
 925.4   7.1 -10.1 28 257   9.5       774 38.975 -77.475         2.49
 925.0   7.0 -10.1 28 257   9.6       779 38.975 -77.475         2.51
 924.5   7.0 -10.0 29 257   9.7       783 38.975 -77.475         2.53
 924.0   6.9 -10.1 29 257   9.8       788 38.975 -77.475         2.54
 923.5   6.9 -10.1 29 257   9.9       791 38.975 -77.475         2.56
 923.1   6.9 -10.1 29 258  10.0       795 38.975 -77.475         2.58
 922.6   6.8 -10.1 29 258  10.2       799 38.975 -77.475         2.59
 922.1   6.8 -10.0 29 258  10.3       803 38.975 -77.475         2.61
 921.6   6.7 -10.0 29 258  10.4       808 38.975 -77.475         2.63
 921.1   6.7 -10.0 29 258  10.6       813 38.975 -77.475         2.64
 920.6   6.7 -10.0 29 258  10.8       817 38.975 -77.474         2.66
 920.0   6.6 -10.0 29 259  10.9       823 38.975 -77.474         2.68
 919.5   6.6 -10.1 29 259  11.1       828 38.975 -77.474         2.69
 919.0   6.5 -10.1 29 259  11.2       832 38.975 -77.474         2.71
 918.5   6.5 -10.1 29 259  11.3       836 38.975 -77.474         2.73
 918.0   6.4 -10.1 30 259  11.4       841 38.975 -77.474         2.74
 917.5   6.4 -10.1 30 259  11.6       846 38.975 -77.474         2.76
 917.0   6.3 -10.1 30 259  11.6       849 38.975 -77.473         2.78
 916.6   6.3 -10.1 30 259  11.7       853 38.975 -77.473         2.79
 916.1   6.2 -10.1 30 259  11.8       857 38.975 -77.473         2.81
 915.6   6.2 -10.0 30 259  11.8       862 38.975 -77.473         2.83
 915.1   6.2  -9.9 31 259  11.9       866 38.975 -77.473         2.84
 914.6   6.1  -9.8 31 259  11.9       870 38.975 -77.473         2.86
 914.1   6.1  -9.8 31 258  11.9       875 38.975 -77.472         2.88
 913.6   6.1  -9.8 31 258  11.8       880 38.975 -77.472         2.89
 913.0   6.0  -9.9 31 258  11.8       884 38.975 -77.472         2.91
 912.5   6.0  -9.9 31 257  11.8       890 38.975 -77.472         2.93
 912.0   5.9  -9.9 31 257  11.7       895 38.975 -77.472         2.94
 911.4   5.9  -9.8 31 257  11.6       900 38.975 -77.472         2.96
 910.9   5.8  -9.8 31 256  11.6       903 38.975 -77.472         2.98
 910.4   5.8  -9.8 32 256  11.5       908 38.975 -77.471         2.99
 909.9   5.7  -9.8 32 255  11.4       914 38.975 -77.471         3.01
 909.3   5.7  -9.8 32 255  11.4       919 38.975 -77.471         3.03
 908.8   5.6  -9.8 32 255  11.3       922 38.975 -77.471         3.04
 908.3   5.6  -9.8 32 254  11.2       927 38.976 -77.471         3.06
 907.8   5.6  -9.8 32 254  11.1       933 38.976 -77.471         3.08
 907.2   5.5  -9.8 32 254  11.1       938 38.976 -77.471         3.09
 906.7   5.5  -9.8 32 253  11.0       942 38.976 -77.471         3.11
 906.2   5.4  -9.8 32 253  11.0       946 38.976 -77.471         3.13
 905.7   5.4  -9.8 33 253  10.9       951 38.976 -77.470         3.14
 905.2   5.3  -9.8 33 253  10.9       956 38.976 -77.470         3.16
 904.7   5.3  -9.8 33 253  10.9       961 38.976 -77.470         3.18
 904.2   5.2  -9.8 33 253  10.8       964 38.976 -77.470         3.19
 903.7   5.2  -9.8 33 253  10.8       969 38.976 -77.470         3.21
 903.1   5.2  -9.8 33 253  10.8       974 38.976 -77.470         3.23
 902.6   5.1  -9.8 33 253  10.8       978 38.976 -77.470         3.24
 902.1   5.1  -9.8 33 254  10.8       984 38.976 -77.470         3.26
 901.6   5.0  -9.8 33 254  10.8       988 38.976 -77.470         3.28
 901.1   5.0  -9.8 33 254  10.8       993 38.976 -77.470         3.29
 900.6   5.0  -9.8 33 255  10.8       997 38.976 -77.469         3.31
 900.1   4.9  -9.8 34 255  10.8      1002 38.976 -77.469         3.33
 899.5   4.9  -9.8 34 256  10.8      1007 38.976 -77.469         3.34
 899.0   4.8  -9.8 34 256  10.8      1011 38.976 -77.469         3.36
 898.5   4.8  -9.9 34 257  10.8      1016 38.976 -77.469         3.38
 898.0   4.7  -9.9 34 258  10.8      1019 38.976 -77.469         3.39
 897.5   4.7  -9.8 34 258  10.8      1024 38.976 -77.469         3.41
 897.0   4.6  -9.8 34 259  10.8      1030 38.976 -77.468         3.43
 896.5   4.6  -9.8 34 260  10.8      1035 38.976 -77.468         3.44
 896.0   4.5  -9.8 34 260  10.8      1039 38.976 -77.468         3.46
 895.4   4.5  -9.8 34 261  10.8      1044 38.976 -77.468         3.48
 894.9   4.5  -9.8 35 262  10.8      1048 38.976 -77.468         3.49
 894.4   4.4  -9.8 35 262  10.8      1053 38.976 -77.468         3.51
 893.9   4.4  -9.7 35 263  10.8      1057 38.976 -77.468         3.53
 893.4   4.3  -9.6 36 263  10.8      1063 38.976 -77.467         3.54
 892.9   4.4  -9.3 36 264  10.8      1068 38.976 -77.467         3.56
 892.4   4.4  -9.1 37 264  10.8      1072 38.976 -77.467         3.58
 891.9   4.4  -9.2 36 265  10.8      1077 38.976 -77.467         3.59
 891.4   4.3  -9.3 36 265  10.8      1080 38.976 -77.467         3.61
 890.9   4.3  -9.3 36 266  10.8      1085 38.976 -77.467         3.63
 890.4   4.3  -9.2 37 266  10.9      1090 38.976 -77.467         3.64
 889.9   4.2  -9.2 37 266  10.9      1095 38.976 -77.467         3.66
 889.4   4.2  -9.2 37 267  10.9      1100 38.976 -77.467         3.68
 888.9   4.2  -9.2 37 267  11.0      1104 38.976 -77.467         3.69
 888.4   4.2  -9.1 37 267  11.0      1108 38.976 -77.466         3.71
 887.9   4.2  -9.0 38 268  11.0      1113 38.976 -77.466         3.73
 887.4   4.1  -9.0 38 268  11.1      1117 38.976 -77.466         3.74
 886.9   4.1  -9.0 38 268  11.1      1122 38.976 -77.466         3.76
 886.4   4.0  -9.0 38 269  11.2      1126 38.976 -77.466         3.78
 886.0   4.0  -8.9 38 269  11.2      1131 38.976 -77.466         3.79
 885.5   4.0  -8.9 38 269  11.3      1134 38.976 -77.466         3.81
 885.0   3.9  -8.9 38 269  11.3      1137 38.976 -77.465         3.83
 884.6   3.9  -9.0 38 269  11.4      1143 38.976 -77.465         3.84
 884.1   3.8  -9.1 38 269  11.4      1148 38.976 -77.465         3.86
 883.6   3.7  -9.2 38 270  11.5      1153 38.976 -77.465         3.88
 883.1   3.7  -9.1 39 270  11.6      1157 38.976 -77.465         3.89
 882.7   3.7  -8.9 39 270  11.6      1161 38.976 -77.465         3.91
 882.2   3.7  -8.9 39 270  11.7      1164 38.976 -77.465         3.93
 881.7   3.7  -8.9 39 270  11.7      1169 38.976 -77.464         3.94
 881.2   3.6  -8.9 39 270  11.8      1173 38.976 -77.464         3.96
 880.8   3.6  -8.9 39 270  11.9      1178 38.976 -77.464         3.98
 880.3   3.5  -9.0 39 270  11.9      1183 38.976 -77.464         3.99
 879.8   3.5  -9.0 39 270  12.0      1187 38.976 -77.464         4.01
 879.3   3.5  -9.0 40 270  12.1      1192 38.976 -77.464         4.03
 878.8   3.4  -8.9 40 270  12.1      1196 38.976 -77.464         4.04
 878.3   3.4  -8.8 40 271  12.2      1200 38.976 -77.464         4.06
 877.9   3.4  -8.8 41 271  12.3      1205 38.976 -77.463         4.08
 877.4   3.3  -8.7 41 271  12.4      1209 38.976 -77.463         4.09
 876.9   3.3  -8.6 41 271  12.5      1214 38.976 -77.463         4.11
 876.4   3.3  -8.6 41 271  12.6      1219 38.976 -77.463         4.13
 875.9   3.3  -8.7 41 271  12.7      1223 38.976 -77.463         4.14
 875.4   3.2  -8.7 41 271  12.8      1227 38.976 -77.463         4.16
 875.0   3.2  -8.5 42 271  12.8      1231 38.976 -77.463         4.18
 874.5   3.2  -8.4 42 271  12.9      1237 38.976 -77.463         4.19
 874.0   3.1  -8.4 43 271  13.0      1240 38.976 -77.462         4.21
 873.6   3.1  -8.3 43 272  13.1      1245 38.976 -77.462         4.23
 873.1   3.1  -8.3 43 272  13.2      1249 38.976 -77.462         4.24
 872.6   3.0  -8.4 43 272  13.3      1253 38.976 -77.462         4.26
 872.2   3.0  -8.4 43 272  13.4      1257 38.976 -77.462         4.28
 871.7   2.9  -8.5 43 272  13.5      1261 38.976 -77.461         4.29
 871.2   2.9  -8.5 43 272  13.6      1266 38.976 -77.461         4.31
 870.7   2.8  -8.5 43 273  13.6      1270 38.976 -77.461         4.33
 870.3   2.8  -8.5 43 273  13.7      1275 38.976 -77.461         4.34
 869.8   2.7  -8.5 43 273  13.8      1280 38.976 -77.461         4.36
 869.3   2.7  -8.4 44 273  13.8      1285 38.976 -77.461         4.38
 868.8   2.7  -8.3 44 273  13.9      1289 38.976 -77.460         4.39
 868.3   2.7  -8.4 44 274  14.0      1293 38.976 -77.460         4.41
 867.9   2.6  -8.4 44 274  14.0      1297 38.976 -77.460         4.43
 867.4   2.6  -8.5 44 274  14.1      1301 38.976 -77.460         4.44
 866.9   2.5  -8.6 44 274  14.2      1305 38.976 -77.460         4.46
 866.4   2.5  -8.6 44 275  14.2      1310 38.976 -77.460         4.48
 865.9   2.4  -8.5 44 275  14.3      1314 38.976 -77.460         4.49
 865.4   2.4  -8.4 45 275  14.3      1319 38.976 -77.459         4.51
 864.8   2.4  -8.2 45 276  14.4      1325 38.976 -77.459         4.53
 864.2   2.4  -8.1 46 276  14.5      1331 38.976 -77.459         4.54
 863.6   2.4  -8.0 46 276  14.5      1337 38.976 -77.459         4.56
 863.0   2.3  -7.9 47 277  14.6      1343 38.976 -77.459         4.58
 862.4   2.3  -8.0 47 277  14.7      1349 38.976 -77.459         4.59
 861.8   2.2  -8.0 47 277  14.7      1355 38.976 -77.458         4.61
 861.2   2.2  -8.0 47 278  14.8      1361 38.976 -77.458         4.63
 860.6   2.1  -8.0 47 278  14.8      1367 38.976 -77.458         4.64
 860.0   2.1  -8.1 47 278  14.9      1372 38.976 -77.458         4.66
 859.4   2.0  -8.1 47 279  14.9      1377 38.976 -77.458         4.68
 858.9   1.9  -8.1 47 279  15.0      1381 38.976 -77.458         4.69
 858.4   1.9  -8.0 48 279  15.0      1385 38.976 -77.457         4.71
 857.8   1.8  -8.0 48 280  15.1      1392 38.976 -77.457         4.73
 857.3   1.8  -8.1 48 280  15.1      1396 38.976 -77.457         4.74
 856.7   1.7  -8.1 48 280  15.1      1402 38.976 -77.457         4.76
 856.2   1.7  -8.1 48 281  15.2      1407 38.976 -77.457         4.78
 855.7   1.6  -8.1 48 281  15.2      1411 38.976 -77.456         4.79
 855.2   1.6  -8.2 48 281  15.2      1416 38.976 -77.456         4.81
 854.6   1.5  -8.2 48 281  15.2      1422 38.976 -77.456         4.83
 854.1   1.5  -8.2 49 281  15.2      1427 38.976 -77.456         4.84
 853.6   1.4  -8.2 49 282  15.2      1431 38.976 -77.456         4.86
 853.0   1.4  -8.3 49 282  15.2      1436 38.976 -77.456         4.88
 852.4   1.3  -8.4 49 282  15.3      1441 38.976 -77.455         4.89
 851.9   1.2  -8.3 49 282  15.3      1447 38.976 -77.455         4.91
 851.3   1.2  -8.3 49 282  15.3      1454 38.976 -77.455         4.93
 850.7   1.2  -8.2 49 282  15.3      1459 38.976 -77.455         4.94
 850.1   1.1  -8.3 50 282  15.4      1464 38.976 -77.455         4.96
 849.6   1.1  -8.3 50 281  15.4      1471 38.975 -77.455         4.98
 849.0   1.0  -8.3 50 281  15.5      1476 38.975 -77.454         4.99
 848.5   0.9  -8.4 50 281  15.5      1481 38.975 -77.454         5.01
 848.0   0.9  -8.4 50 281  15.6      1485 38.975 -77.454         5.03
 847.5   0.9  -8.4 50 281  15.7      1489 38.975 -77.454         5.04
 847.0   0.8  -8.3 51 281  15.8      1494 38.975 -77.454         5.06
 846.5   0.8  -8.2 51 281  15.9      1498 38.975 -77.454         5.08
 845.9   0.7  -8.3 51 281  16.1      1503 38.975 -77.453         5.09
 845.4   0.7  -8.3 51 280  16.2      1508 38.975 -77.453         5.11
 844.9   0.6  -8.4 51 280  16.4      1514 38.975 -77.453         5.13
 844.4   0.5  -8.5 51 280  16.6      1519 38.975 -77.453         5.14
 843.8   0.5  -8.5 51 280  16.8      1524 38.975 -77.453         5.16
 843.3   0.5  -8.4 52 280  17.0      1529 38.975 -77.453         5.18
 842.8   0.5  -8.1 52 280  17.2      1533 38.975 -77.452         5.19
 842.3   0.5  -7.9 53 280  17.4      1539 38.975 -77.452         5.21
 841.8   0.5  -7.8 54 280  17.7      1544 38.975 -77.452         5.23
 841.2   0.5  -7.9 53 280  17.9      1548 38.975 -77.452         5.24
 840.7   0.4  -8.0 53 280  18.1      1553 38.975 -77.451         5.26
 840.2   0.4  -8.1 53 280  18.4      1558 38.975 -77.451         5.28
 839.6   0.3  -8.2 53 280  18.6      1563 38.975 -77.451         5.29
 839.1   0.2  -8.2 53 280  18.9      1568 38.975 -77.451         5.31
 838.5   0.1  -8.2 54 280  19.1      1574 38.975 -77.451         5.33
 837.9   0.1  -8.2 54 280  19.4      1580 38.975 -77.450         5.34
 837.4   0.0  -8.3 54 280  19.6      1586 38.975 -77.450         5.36
 836.8  -0.1  -8.4 53 280  19.9      1592 38.975 -77.450         5.38
 836.2  -0.2  -8.5 53 280  20.1      1597 38.975 -77.450         5.39
 835.6  -0.2  -8.4 54 281  20.4      1601 38.975 -77.450         5.41
 835.1  -0.2  -8.2 55 281  20.6      1607 38.975 -77.449         5.43
 834.5  -0.2  -8.0 55 281  20.8      1613 38.975 -77.449         5.44
 833.9  -0.2  -8.0 56 281  21.0      1618 38.975 -77.449         5.46
 833.3  -0.2  -8.0 56 282  21.2      1624 38.975 -77.449         5.48
 832.7  -0.3  -8.0 56 282  21.4      1629 38.975 -77.448         5.49
 832.1  -0.3  -8.1 56 282  21.6      1636 38.975 -77.448         5.51
 831.5  -0.4  -8.0 56 283  21.8      1642 38.975 -77.448         5.53
 830.9  -0.4  -8.0 56 283  21.9      1648 38.975 -77.448         5.54
 830.3  -0.4  -8.0 56 283  22.1      1652 38.974 -77.447         5.56
 829.7  -0.5  -8.0 57 284  22.2      1659 38.974 -77.447         5.58
 829.0  -0.5  -8.0 57 284  22.4      1665 38.974 -77.447         5.59
 828.4  -0.6  -8.1 57 284  22.5      1672 38.974 -77.447         5.61
 827.8  -0.7  -8.1 57 285  22.6      1678 38.974 -77.446         5.63
 827.1  -0.7  -8.0 58 285  22.7      1684 38.974 -77.446         5.64
 826.5  -0.7  -8.0 58 286  22.8      1690 38.974 -77.446         5.66
 825.9  -0.8  -7.9 58 286  22.8      1696 38.974 -77.445         5.68
 825.3  -0.8  -7.9 58 286  22.9      1703 38.974 -77.445         5.69
 824.7  -0.8  -7.9 59 287  22.9      1707 38.974 -77.445         5.71
 824.1  -0.8  -7.8 59 287  23.0      1712 38.974 -77.445         5.73
 823.5  -0.8  -7.7 59 288  23.0      1718 38.974 -77.444         5.74
 822.9  -0.9  -7.7 60 288  23.0      1724 38.974 -77.444         5.76
 822.3  -0.8  -7.6 60 288  23.0      1731 38.974 -77.444         5.78
 821.6  -0.8  -7.6 60 289  23.0      1738 38.974 -77.444         5.79
 821.0  -0.7  -7.7 59 289  23.0      1744 38.974 -77.443         5.81
 820.5  -0.7  -7.8 58 289  23.0      1750 38.974 -77.443         5.83
 819.9  -0.7  -7.9 58 290  23.0      1755 38.973 -77.443         5.84
 819.3  -0.8  -7.9 59 290  23.0      1759 38.973 -77.443         5.86
 818.8  -0.8  -7.9 59 290  22.9      1764 38.973 -77.442         5.88
 818.3  -0.8  -7.8 59 291  22.9      1769 38.973 -77.442         5.89
 817.7  -0.7  -7.8 59 291  22.8      1775 38.973 -77.442         5.91
 817.1  -0.7  -7.8 59 291  22.8      1781 38.973 -77.442         5.93
 816.6  -0.7  -7.8 59 292  22.7      1786 38.973 -77.441         5.94
 816.0  -0.7  -7.8 59 292  22.7      1791 38.973 -77.441         5.96
 815.4  -0.7  -7.8 59 292  22.6      1798 38.973 -77.441         5.98
 814.9  -0.8  -7.9 59 292  22.5      1803 38.973 -77.441         5.99
 814.3  -0.9  -7.9 59 293  22.5      1809 38.973 -77.440         6.01
 813.8  -0.9  -7.9 59 293  22.4      1814 38.973 -77.440         6.03
 813.3  -1.0  -8.1 59 293  22.3      1820 38.973 -77.440         6.04
 812.8  -1.0  -8.5 57 293  22.3      1824 38.973 -77.440         6.06
 812.3  -0.9  -9.1 54 293  22.2      1829 38.972 -77.440         6.08
 811.8  -0.6 -10.0 49 294  22.1      1833 38.972 -77.439         6.09
